ingredient_id,date,nome_ingrediente,unidade,categoria_id,is_compravel,is_produzido_internamente,categoria,perfil_perecivel_estimado,quantidade_por_unidade_de_compra,saldo_atual,consumo_ingrediente_dia,dia_da_semana,is_friday,dias_ate_sexta,is_weekend,mes,semana_do_ano,dia_do_mes,is_summer,is_sao_joao,is_holiday,nome_feriado,tipo_feriado,is_carnaval_window,menor_preco_disponivel,preco_medio_disponivel,maior_preco_disponivel,menor_lead_time,lead_time_medio_fornecedores,qtd_fornecedores_disponiveis,maior_desconto_disponivel,min_to_discount,fornecedor_mais_barato,fornecedor_mais_rapido,preco_min_max_ratio,flag_indisponibilidade,ingrediente_afetado_por_indisponibilidade,produto_indisponivel_relacionado,dias_em_indisponibilidade,audit_qtd_pedida_no_dia,audit_valor_pedido_no_dia,audit_comprou_no_dia,audit_order_type_no_dia,lead_time_pedido_no_dia,saldo_lag_1,saldo_lag_7,variacao_estoque_1d,variacao_estoque_7d,flag_ruptura,consumo_lag_1d,consumo_lag_7d,consumo_lag_14d,consumo_lag_28d,media_movel_consumo_7d,desvio_consumo_7d,consumo_max_7d,media_movel_consumo_14d,desvio_consumo_14d,consumo_max_14d,media_movel_consumo_28d,desvio_consumo_28d,consumo_max_28d,tendencia_consumo_7_vs_28,dias_desde_ultimo_consumo,qtd_pedida_no_dia_audit,comprou_no_dia_audit,valor_pedido_no_dia_audit,order_type_no_dia_audit,total_pedido_30d,media_qtd_pedida_30d,lead_time_medio_realizado,dias_desde_ultimo_pedido,qtd_ultimo_pedido,tipo_ultimo_pedido,pedidos_em_aberto,qtd_em_transito,estoque_em_aberto,qtd_em_transito_no_horizonte,dias_para_proxima_entrega,stock_position,lead_time_previsto,dias_de_cobertura,flag_subestoque,flag_sobrestoque,y_qtd_comprar,y_threshold,y_comprar,y_demanda_futura_horizonte,y_demanda_futura_lead_time,safety_stock,horizonte_dias,target_horizonte_completo,baseline_threshold,baseline_order_up_to,baseline_qtd_comprar,baseline_comprar,criticidade_score,y_criticidade_score,y_nivel_criticidade,split_temporal
ING0171,2024-01-09,BASE DE BISCOITO,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,270.0,1.66,1,0,3,0,1,2,9,1,0,0,,,0,25.99,28.64,32.06,3,3.6666666666666665,3,0.07,20,FOR0014,FOR0018,0.8106674984404241,0,0,,0,50.6,1325.6,1.0,emergencial,3.0,101.25,101.25,168.75,168.75,0,0.3,1.06,1.1800000000000002,1.12,7.242857142857143,6.788236674045563,17.3,5.331428571428572,5.581591800997902,17.3,4.157857142857143,4.588631166136146,17.3,1.7419687338945198,0,50.6,1,1325.6,emergencial,47.82,1.594,3.25,1,47.82,emergencial,1,47.82,47.82,47.82,2,317.82,3,50.643086816720256,0,1,0.0,34.51377482295411,0,62.30000000000018,21.40000000000009,13.11377482295402,10,1,25.58734625152545,54.69234625152545,0.0,0,12.42098328118151,9.208497234229712,OK,train
ING0034,2024-02-07,BANANA PRATA,KG,CAT0004,1,0,Frutas Frescas,neutro,0.5,5.4,0.0,2,0,2,0,2,6,7,1,0,0,,,0,8.36,8.766666666666667,9.48,1,1.3333333333333333,3,0.12,0,FOR0007,FOR0007,0.8818565400843881,0,0,,0,,,,,,5.4,5.4,0.0,0.0,0,0.4057142857142857,0.3247619047619047,0.285,0.205,0.3995578231292517,0.2639778497348434,0.7126190476190476,0.3612244897959183,0.2208748217327683,0.7126190476190476,0.3966581632653061,0.3742664305773648,1.8695238095238091,1.007310223594229,1,0.0,0,0.0,,0.0,0.0,1.5714285714285714,91,4.0,emergencial,0,0.0,0.0,0.0,9999,5.4,1,14.949152542372882,0,0,0.0,1.2470634199764696,0,1.668571428571454,0.6295238095238176,0.617539610452652,8,1,1.0141977737179582,3.7908049165751008,0.0,0,5.324405298390751,4.330172718963957,OK,train
ING0232,2024-02-21,PASTA DE GOCHUJANG,KG,CAT0013,1,0,Temperos e Especiarias,neutro,0.5,21.38,1.8841666666666668,2,0,2,0,2,8,21,1,0,0,,,0,80.56,84.235,87.91,6,6.5,2,0.05,0,FOR0009,FOR0024,0.9163917643044024,0,0,,0,,,,,,0.16,21.38,21.22,0.0,0,1.5338333333333334,0.2833333333333333,0.0,1.2504166666666667,1.1076666666666668,0.8418209388317458,2.4000000000000004,0.7396428571428572,0.7409412697383432,2.4000000000000004,0.8669434523809524,0.7499965281310476,2.65125,1.2776688763547357,0,0.0,0,0.0,,0.0,0.0,6.342857142857143,40,7.95,sexta,0,0.0,0.0,0.0,9999,21.38,6,28.90584258812168,0,0,0.0,14.60281285792036,0,17.2069166666667,11.571583333333365,3.0312295245869936,13,1,8.232890238872708,14.301494405539374,0.0,0,2.596900891384587,1.4641014856534158,Atencao,train
ING0011,2024-02-28,CHÁ VERDE,KG,CAT0002,1,0,Bebidas e Bases,neutro,0.5,0.75,0.0014285714285714,2,0,2,0,2,9,28,1,0,0,,,0,109.98,116.76666666666668,124.21,3,3.6666666666666665,3,0.1,0,FOR0011,FOR0011,0.8854359552370985,0,0,,0,,,,,,0.0,0.25,0.75,0.5,0,0.0,0.0085714285714285,0.0007142857142857,0.0003571428571428,0.0053061224489795,0.0054297796721993,0.0146428571428571,0.0049234693877551,0.0044720889416614,0.0146428571428571,0.0032525510204081,0.0037310104807449,0.0146428571428571,1.6313725490196078,0,0.0,0,0.0,,0.5,0.0166666666666666,4.45,5,0.5,sexta,0,0.0,0.0,0.0,9999,0.75,3,152.33160621761655,0,1,0.0,0.0185199373889098,0,0.0335714285714283,0.007857142857143,0.0106627945317668,10,1,0.0204204475929913,0.0431883047358484,0.0,0,36.72789230425164,40.49689716819007,OK,train
ING0039,2024-03-01,MAÇÃ VERMELHA,KG,CAT0004,1,0,Frutas Frescas,neutro,0.5,0.25,0.0292,4,1,0,0,3,9,1,1,0,0,,,0,37.66,39.056666666666665,41.2,1,1.3333333333333333,3,0.07,0,FOR0003,FOR0007,0.9140776699029124,1,1,BIFUM,122,0.6,21.93,1.0,sexta,1.0,0.25,0.25,0.0,0.0,0,0.0128,0.0989999999999999,0.0104,0.053,0.0453428571428571,0.0561959327455542,0.1648,0.0703285714285714,0.0558344039042297,0.1876,0.0460357142857142,0.0477713087167175,0.1876,0.9849495733126457,0,0.6,1,21.93,sexta,0.0,0.0,1.3636363636363635,35,0.5,sexta,0,0.0,0.0,0.0,9999,0.25,1,3.554743042860045,0,0,0.5,0.1138226593825841,1,0.3490000000000002,0.0350000000000001,0.0788226593825839,8,1,0.1248583736682982,0.4471083736682982,0.5,1,2.0022685916457315,2.1963992174852685,OK,train
ING0084,2024-03-02,IOGURTE,KG,CAT0007,1,0,Laticínios,perecivel,0.5,116.1,7.56,5,0,6,1,3,9,2,1,0,0,,,0,17.81,18.866666666666664,20.64,2,2.333333333333333,3,0.07,0,FOR0004,FOR0004,0.8628875968992247,0,0,,0,,,,,,116.1,116.1,0.0,0.0,0,1.56,27.84,5.5200000000000005,7.52,2.942857142857143,3.4795292511378286,8.32,7.488571428571428,7.541788052774157,27.84,4.967142857142858,5.926063497080384,27.84,0.5924647684785734,0,0.0,0,0.0,,136.0,4.533333333333333,3.103448275862069,9,58.0,emergencial,0,0.0,0.0,0.0,9999,116.1,2,15.503624570774512,0,0,0.0,19.868186958941063,0,36.200000000000045,6.039999999999964,13.8281869589411,9,1,23.762472673226817,58.53247267322682,0.0,0,4.885855171579425,5.843512558037047,OK,train
ING0075,2024-03-20,CHANTILLY,KG,CAT0007,1,0,Laticínios,neutro,0.5,14.4,0.0,2,0,2,0,3,12,20,1,0,0,,,0,31.39,32.99333333333333,35.9,2,2.333333333333333,3,0.08,0,FOR0019,FOR0019,0.8743732590529248,0,0,,0,,,,,,5.4,5.4,9.0,9.0,0,0.3299999999999999,0.12,0.21,0.24,0.2057142857142857,0.1582042079989385,0.39,0.2207142857142857,0.1554875352765412,0.48,0.2057142857142857,0.1952288034955031,0.72,1.0,1,0.0,0,0.0,,0.0,0.0,2.96875,61,3.72,sexta,0,0.0,0.0,0.0,9999,14.4,2,65.24271844660196,0,1,0.0,0.9355571157542046,0,3.089999999999989,0.480000000000004,0.4555571157542006,9,1,0.866985687182772,2.306985687182772,0.0,0,16.6092707329369,15.391898321879962,OK,train
ING0174,2024-03-25,BISCOITO MAISENA,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,54.0,2.1,0,0,4,0,3,13,25,1,0,0,,,0,21.35,22.6,24.12,3,3.6666666666666665,3,0.12,0,FOR0014,FOR0018,0.8851575456053068,0,0,,0,,,,,,0.36,54.0,53.64,0.0,0,3.6,2.1,0.6,1.2,2.014285714285714,1.6313885409149396,3.9,2.0357142857142856,1.4129114201954338,3.9,1.864285714285714,1.48852755624956,4.8,1.0804597701149423,0,0.0,0,0.0,,23.0,0.7666666666666667,4.314285714285714,10,23.0,sexta,0,0.0,0.0,0.0,9999,54.0,3,26.526315789473685,0,0,0.0,20.454038837219382,0,36.29999999999984,16.199999999999932,4.254038837219452,10,1,9.846895980076596,22.896895980076597,0.0,0,5.483961657486703,2.640065389029104,OK,train
ING0231,2024-03-25,PASTA DE ALHO COM GENGIBRE,KG,CAT0013,1,0,Temperos e Especiarias,neutro,0.5,0.04,0.1,0,0,4,0,3,13,25,1,0,0,,,0,23.84,25.52,27.15,4,5.666666666666667,3,0.08,15,FOR0009,FOR0025,0.878084714548803,1,1,BIFUM,146,,,,,,5.18,0.04,-5.14,0.0,0,0.0,0.26,0.22,0.08,0.1085714285714285,0.0999047165100455,0.26,0.1257142857142857,0.1027105182026192,0.34,0.1442857142857143,0.1221240587037857,0.42,0.7524752475247524,0,0.0,0,0.0,,3.5,0.1166666666666666,4.54054054054054,6,1.5,emergencial,0,0.0,0.0,0.0,9999,0.04,4,0.3181818181818182,1,0,2.5,1.7830093937225024,1,2.1200000000000045,1.3800000000000097,0.4030093937224928,11,1,0.98015225086535,1.99015225086535,2.0,1,0.0408099863716938,0.0224339816384755,Emergencial,train
ING0235,2024-04-03,PIMENTA SÍRIA,KG,CAT0013,1,0,Temperos e Especiarias,seco,0.5,0.25,0.0,2,0,2,0,4,14,3,0,0,0,,,0,75.04,78.31333333333333,82.48,4,5.666666666666667,3,0.12,0,FOR0009,FOR0025,0.909796314258002,0,0,,0,,,,,,0.75,0.25,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999,0.0,0,0.0,,0.0,0.0,4.0,453,1.0,sexta,0,0.0,0.0,0.0,9999,0.25,4,999.0,0,1,0.0,0.0,0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,0,999.0,999.0,OK,train
ING0070,2024-04-13,LINGUINE,KG,CAT0006,1,0,"Grãos, Farinhas e Massas",neutro,0.5,0.52,5.500000000000001,5,0,6,1,4,15,13,0,0,0,,,0,15.6,16.41,17.39,4,4.333333333333333,3,0.12,0,FOR0005,FOR0005,0.8970672800460034,0,0,,0,,,,,,69.75,186.0,-69.23,-185.48,0,11.7,0.8,4.0,2.8000000000000003,3.9,3.852704677669096,11.7,3.185714285714286,2.939088593125724,11.7,3.878571428571429,2.865032756952828,11.7,1.005524861878453,0,0.0,0,0.0,,82.0,2.7333333333333334,4.865384615384615,15,36.5,sexta,0,0.0,0.0,0.0,9999,0.52,4,0.1632286995515695,1,0,64.5,21.45460809794433,1,55.19999999999982,12.0,9.45460809794433,11,1,24.968893812230046,52.11889381223005,52.0,1,0.0208259125899,0.0242372173672948,Emergencial,train
ING0100,2024-05-05,BERINJELA,KG,CAT0008,1,0,Legumes e Verduras,neutro,0.5,0.25,0.05,6,0,5,1,5,18,5,0,0,0,,,0,7.81,7.92,8.03,1,1.0,2,0.1,20,FOR0023,FOR0023,0.9726027397260274,0,0,,0,,,,,,0.25,0.25,0.0,0.0,0,0.1,0.3,0.25,0.0,0.0499999999999999,0.0419435246403928,0.1,0.119047619047619,0.1059868446233363,0.3,0.1476190476190476,0.1401582208311344,0.6833333333333333,0.3387096774193547,0,0.0,0,0.0,,4.6,0.1533333333333333,1.3877551020408163,2,1.1,sexta,1,1.1,1.1,1.1,2,1.35,1,2.1,0,0,0.0,0.2312610643713717,0,0.2999999999999971,0.0,0.2312610643713717,8,1,0.3788801119904194,1.412213445323753,0.5,1,3.5631323927452203,5.837558534419333,OK,train
ING0091,2024-05-13,MANTEIGA SEM SAL,KG,CAT0007,1,0,Laticínios,perecivel,0.5,15.52,0.5,0,0,4,0,5,20,13,0,0,0,,,0,80.35,83.97666666666667,90.2,2,2.333333333333333,3,0.08,0,FOR0004,FOR0004,0.8907982261640798,0,0,,0,,,,,,15.52,41.4,0.0,-25.88,0,0.52,0.6,0.22,0.98,0.5028571428571429,0.1659030124012482,0.76,0.4171428571428571,0.1866064790460894,0.76,0.6528571428571428,0.4748243897044469,2.58,0.7702407002188185,0,0.0,0,0.0,,11.5,0.3833333333333333,2.2857142857142856,3,11.5,sexta,0,0.0,0.0,0.0,9999,15.52,2,37.2054794520548,0,1,0.0,4.62798010124815,0,9.159999999999997,3.519999999999982,1.1079801012481685,9,1,2.413694386962454,6.983694386962453,0.0,0,6.429977251399814,3.353514851071704,OK,train
ING0159,2024-05-20,CLARA DE OVO,UND,CAT0011,1,0,Proteínas,perecivel,1.0,2437.0,10.0,0,0,4,0,5,21,20,0,0,0,,,0,1.15,1.19,1.23,1,2.0,2,0.12,0,FOR0008,FOR0007,0.934959349593496,0,0,,0,,,,,,2437.0,2437.0,0.0,0.0,0,13.0,88.0,56.0,48.0,150.28571428571428,138.6034081900757,350.0,123.71428571428572,104.87973227348678,350.0,90.71428571428572,90.13071049062556,350.0,1.6566929133858268,0,0.0,0,0.0,,1187.0,39.56666666666667,1.131578947368421,3,339.0,sexta,0,0.0,0.0,0.0,9999,2437.0,1,19.6986143187067,0,0,0.0,236.71567230953212,0,561.0,88.0,148.71567230953215,8,1,239.42995802381785,874.4299580238178,0.0,0,10.178342009138111,10.295051342495611,OK,train
ING0066,2024-06-04,FARINHA DE TRIGO,KG,CAT0006,1,0,"Grãos, Farinhas e Massas",seco,0.5,33.95,2.438169696969697,1,0,3,0,6,23,4,0,0,0,,,0,6.91,7.78,8.59,4,4.333333333333333,3,0.08,0,FOR0005,FOR0005,0.8044237485448196,1,1,BROWNIE,4,,,,,,33.95,284.54,0.0,-250.59000000000003,0,10.913246753246751,9.456564502164502,12.58316277056277,4.63807012987013,16.74784749536178,9.788544058258342,28.443194805194803,12.339640445269016,8.91056705949147,28.443194805194803,16.02567922077922,15.005820556521828,65.74214632034632,1.045063192931391,0,0.0,0,0.0,,324.0,10.8,4.1,18,157.5,sexta,0,0.0,0.0,0.0,9999,33.95,4,2.751295724586233,1,0,226.0,112.39113424344796,1,210.13066147186143,62.87192640692592,49.51920783652203,11,1,113.62192471963893,225.80167926509347,192.0,1,0.2987979660067484,0.3020700896786187,Emergencial,train
ING0133,2024-06-12,CASTANHA DE CAJU,KG,CAT0010,1,0,Nozes e Sementes,neutro,0.5,0.03,0.0073999999999999,2,0,2,0,6,24,12,0,0,0,,,0,90.77,100.50333333333332,108.32,4,5.0,3,0.08,0,FOR0006,FOR0025,0.837980059084195,1,1,BROWNIE,12,,,,,,0.03,0.03,0.0,0.0,0,0.0074666666666666,0.0046666666666666,0.1512444444444444,0.2200222222222222,0.0080857142857142,0.0040467113828244,0.0150666666666666,0.0203174603174603,0.0329157552874041,0.1093333333333333,0.0668460317460317,0.0807936385623147,0.3312444444444444,0.1209602735497352,0,0.0,0,0.0,,0.5,0.0166666666666666,4.3,26,0.5,sexta,0,0.0,0.0,0.0,9999,0.03,4,1.4765625,1,0,0.5,0.3128190072556445,1,0.079733333333344,0.046200000000006,0.2666190072556385,11,1,0.5340031342397655,1.001925356461988,1.0,1,0.0561794455433478,0.0959021009087313,Emergencial,train
ING0012,2024-06-14,CITRUS MIX,L,CAT0002,1,0,Bebidas e Bases,neutro,0.5,0.18,1.32,4,1,0,0,6,24,14,0,0,0,,,0,29.6,32.51333333333333,35.78,3,3.6666666666666665,3,0.1,0,FOR0011,FOR0011,0.8272778088317496,0,0,,0,,,,,,20.32,20.32,-20.14,-20.14,0,3.08,0.86,1.64,1.62,1.8085714285714285,0.974669663209516,3.08,1.32,0.8791254395486108,3.08,1.0078571428571428,0.7805096015394273,3.08,1.794472005669738,0,0.0,0,0.0,,33.5,1.1166666666666667,4.403846153846154,7,15.0,sexta,0,0.0,0.0,0.0,9999,0.18,3,0.1363636363636363,1,0,9.5,5.530605771341697,1,6.960000000000036,3.300000000000012,2.2306057713416854,10,1,5.254177199913114,12.309177199913114,12.5,1,0.0342584563008222,0.0325461635563897,Emergencial,train
ING0238,2024-06-24,SAL DE COZINHA,KG,CAT0013,1,0,Temperos e Especiarias,seco,0.5,2.06,1.4202333333333332,0,0,4,0,6,26,24,0,1,1,Dia de São João,ESTADUAL,0,4.19,4.66,5.15,4,5.666666666666667,3,0.12,0,FOR0009,FOR0025,0.8135922330097087,1,1,BROWNIE,24,,,,,,2.06,2.06,0.0,0.0,0,0.2292753968253968,2.234095873015873,6.1960604761904765,3.3675546031746038,1.57037156462585,1.2349730792975244,3.274890634920635,2.7219376417233563,1.745509512849213,6.574161428571428,2.791865776643991,1.8152302255730224,6.574161428571428,0.5624810396556892,0,0.0,0,0.0,,20.2,0.6733333333333333,4.648148148148148,10,6.5,sexta,0,0.0,0.0,0.0,9999,2.06,4,0.7568138110231432,1,0,36.5,17.800316411057896,1,32.56873063492071,11.810056666666924,5.990259744390973,11,1,17.157722850966938,36.70078328747488,35.0,1,0.1200625524665067,0.1157282799040745,Emergencial,train
ING0064,2024-07-26,FARELO DE AVEIA,KG,CAT0006,1,0,"Grãos, Farinhas e Massas",neutro,0.5,0.25,0.1733333333333333,4,1,0,0,7,30,26,0,0,0,,,0,12.85,13.51,14.78,4,4.333333333333333,3,0.15,0,FOR0016,FOR0005,0.8694181326116374,0,0,,0,,,,,,0.25,0.25,0.0,0.0,0,0.0933333333333333,0.0533333333333333,0.1933333333333333,0.1133333333333333,0.0999999999999999,0.0399999999999999,0.1733333333333333,0.1252380952380952,0.0735046284456318,0.2666666666666666,0.1561904761904761,0.0826998852299613,0.32,0.6402439024390244,0,0.0,0,0.0,,0.0,0.0,6.1,49,0.46,sexta,0,0.0,0.0,0.0,9999,0.25,4,1.9961977186311788,1,0,1.0,0.5462429545922057,1,0.8066666666666649,0.2733333333333334,0.2729096212588723,11,1,0.897671526020777,1.9910048593541103,2.0,1,0.278498306733875,0.4576718068366409,Emergencial,train
ING0146,2024-08-09,SEMENTE DE CHIA,KG,CAT0010,1,0,Nozes e Sementes,neutro,0.5,0.25,0.25,4,1,0,0,8,32,9,0,0,0,,,0,36.27,39.77333333333333,42.67,4,5.0,3,0.1,0,FOR0006,FOR0025,0.8500117178345442,0,0,,0,,,,,,0.25,0.25,0.0,0.0,0,1.425,0.0,0.275,0.3375,0.3857142857142857,0.498509683719288,1.425,0.2794642857142858,0.3662310359640437,1.425,0.2459821428571429,0.2675128408874654,1.425,1.5680580762250451,0,0.0,0,0.0,,0.0,0.0,4.4,35,1.28,sexta,0,0.0,0.0,0.0,9999,0.25,4,0.8945686900958465,1,0,3.5,2.132792374928636,1,2.6999999999999886,1.25,0.8827923749286359,11,1,1.866720946357208,3.588595946357208,3.5,1,0.1339246771124842,0.1172172232697358,Emergencial,train
ING0194,2024-08-25,GELATINA EM PÓ INCOLOR,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,2.03,0.12,6,0,5,1,8,34,25,0,0,0,,,0,80.76,87.51333333333334,92.35,3,3.6666666666666665,3,0.15,0,FOR0014,FOR0018,0.8744991878722254,0,0,,0,,,,,,2.03,2.03,0.0,0.0,0,0.04,0.06,0.1699999999999999,0.06,0.04,0.0404145188432741,0.12,0.0471428571428571,0.0487424268561195,0.16,0.0703571428571428,0.0853091173477109,0.39,0.5685279187817263,0,0.0,0,0.0,,3.55,0.1183333333333333,3.46875,16,1.07,sexta,0,0.0,0.0,0.0,9999,2.03,3,43.060606060606055,0,1,0.0,0.4238035472318924,0,0.6799999999999926,0.1799999999999926,0.2438035472318998,10,1,0.4548749758033284,0.9473749758033284,0.0,0,4.462764733133394,4.789955188575251,OK,train
ING0049,2024-08-27,BANANA CONGELADA,KG,CAT0005,1,0,Frutas Secas e Congeladas,neutro,0.5,53.32,1.08,1,0,3,0,8,35,27,0,0,0,,,0,17.19,18.6,19.68,2,3.333333333333333,3,0.12,25,FOR0013,FOR0003,0.8734756097560976,1,1,AÇAÍ,44,,,,,,0.43,142.2,52.89,-88.88,0,0.28,2.46,0.38,3.3600000000000003,1.374285714285714,0.7099966465380335,2.5200000000000005,1.552857142857143,1.0358677415683877,4.0,2.1014285714285714,2.2712954604769204,11.16,0.6539768864717878,0,0.0,0,0.0,,53.5,1.7833333333333334,2.1166666666666667,19,21.0,emergencial,0,0.0,0.0,0.0,9999,53.32,2,34.33670653173873,0,1,0.0,14.15995979319892,0,19.779999999999973,8.860000000000127,5.299959793198793,9,1,9.502816936055936,24.212816936055937,0.0,0,5.610967817099717,3.765547415297732,OK,train
ING0072,2024-08-28,MASSA PARA PASTEL,KG,CAT0006,1,0,"Grãos, Farinhas e Massas",neutro,0.5,0.0,0.0,2,0,2,0,8,35,28,0,0,0,,,0,20.51,22.26,24.12,4,4.333333333333333,3,0.12,25,FOR0005,FOR0005,0.8503316749585407,0,0,,0,,,,,,0.25,0.25,-0.25,-0.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999,0.0,0,0.0,,0.6,0.02,5.125,5,0.6,sexta,0,0.0,0.0,0.0,9999,0.0,4,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,0,0.0,0.0,Emergencial,train
ING0206,2024-11-04,MOUSSE DE LIMÃO SICILIANO,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,283.5,16.799999999999997,0,0,4,0,11,45,4,0,0,0,,,0,13.73,14.573333333333332,15.0,3,3.6666666666666665,3,0.12,0,FOR0014,FOR0018,0.9153333333333332,0,0,,0,,,,,,283.5,283.5,0.0,0.0,0,5.6,1.4,0.0,11.2,7.6,4.973261840415615,16.799999999999997,6.199999999999998,4.714625362390104,16.799999999999997,10.249999999999998,10.08873592639794,33.599999999999994,0.7414634146341466,0,0.0,0,0.0,,0.0,0.0,3.372549019607843,45,148.01,sexta,0,0.0,0.0,0.0,9999,283.5,3,45.72580645161292,0,1,0.0,138.03243529430077,0,170.80000000000018,109.20000000000071,28.832435294300044,10,1,59.58243529430004,131.3324352943,0.0,0,4.758113672254028,2.053865088995539,OK,train
ING0012,2024-11-08,CITRUS MIX,L,CAT0002,1,0,Bebidas e Bases,neutro,0.5,54.18,1.8,4,1,0,0,11,45,8,0,0,0,,,0,29.6,32.51333333333333,35.78,3,3.6666666666666665,3,0.1,0,FOR0011,FOR0011,0.8272778088317496,0,0,,0,9.5,291.09,1.0,sexta,3.0,20.32,20.32,33.86,33.86,0,3.82,0.82,0.88,1.92,1.4771428571428569,1.199968253548322,3.82,1.042857142857143,0.949780772854196,3.82,1.2357142857142858,1.114209331258014,4.28,1.1953757225433523,0,9.5,1,291.09,sexta,23.21,0.7736666666666667,4.151515151515151,18,11.76,emergencial,0,0.0,0.0,0.0,9999,54.18,3,51.95342465753424,0,1,0.0,6.924280833810162,0,10.17999999999995,3.739999999999896,3.184280833810266,10,1,6.891423690953124,15.541423690953124,0.0,0,7.861945866298432,7.824639309175283,OK,train
ING0124,2024-11-13,PESTO DE MANJERICÃO,KG,CAT0009,1,0,Molhos e Condimentos,neutro,0.5,4.05,0.22,2,0,2,0,11,46,13,0,0,0,,,0,75.73,81.70666666666666,88.05,4,5.0,3,0.15,0,FOR0012,FOR0012,0.8600795002839297,0,0,,0,,,,,,10.8,4.05,-6.750000000000001,0.0,0,0.04,0.22,0.06,0.26,0.24,0.1199999999999994,0.42,0.1914285714285714,0.1433047931377861,0.44,0.1485714285714285,0.155437596999074,0.5,1.6153846153846152,0,0.0,0,0.0,,4.5,0.15,4.282608695652174,5,2.0,sexta,0,0.0,0.0,0.0,9999,4.05,4,21.156716417910445,0,0,0.0,1.0529440700969506,0,1.8000000000000114,0.5400000000000063,0.5129440700969442,11,1,1.1072297843826586,2.1472297843826587,0.0,0,3.65777732601196,3.846358144765556,OK,train
ING0191,2024-12-01,EMPANAMENTO MOLHADO,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,106.88,18.12333333333333,6,0,5,1,12,48,1,1,0,0,,,0,20.88,22.83,25.3,3,3.6666666666666665,3,0.07,0,FOR0014,FOR0018,0.8252964426877469,0,0,,0,,,,,,106.88,106.88,0.0,0.0,0,6.1866666666666665,2.1666666666666665,4.18,0.6766666666666666,7.437619047619047,5.222959184744108,18.12333333333333,7.4469047619047615,4.367489737322415,18.12333333333333,7.766904761904763,5.109286625132141,19.746666666666663,0.9576039974249716,0,0.0,0,0.0,,111.19,3.706333333333333,3.263157894736842,2,29.5,sexta,1,29.5,29.5,29.5,1,136.38,3,14.352271637305368,0,0,0.0,24.81174764151612,0,41.54666666666708,10.210000000000491,14.60174764151563,10,1,37.90246192722992,92.27079526056326,0.0,0,3.598183153955542,5.496589840040244,OK,train
ING0085,2024-12-15,IOGURTE GREGO,L,CAT0007,1,0,Laticínios,perecivel,0.5,0.0,2.125,6,0,5,1,12,50,15,1,0,0,,,0,34.53,35.473333333333336,37.28,2,2.333333333333333,3,0.1,0,FOR0019,FOR0019,0.9262339055793992,0,0,,0,,,,,,0.75,0.25,-0.75,-0.25,1,5.0,2.0,7.875,3.25,3.25,1.2119199643540866,5.0,2.6785714285714284,1.4739030191603857,5.0,3.044642857142857,1.6464799312536933,7.875,1.067448680351906,0,0.0,0,0.0,,1.95,0.065,2.559322033898305,2,0.5,sexta,0,0.0,0.0,0.0,9999,0.0,2,0.0,1,0,53.0,12.591982510774256,1,49.0,8.75,3.841982510774255,9,1,9.93126822505997,31.24376822505997,31.5,1,0.0,0.0,Emergencial,train
ING0083,2024-12-22,GORGONZOLA,KG,CAT0007,1,0,Laticínios,neutro,0.5,8.44,1.2000000000000002,6,0,5,1,12,51,22,1,0,0,,,0,90.14,97.41,106.38,2,2.333333333333333,3,0.15,0,FOR0004,FOR0004,0.8473397255123144,0,0,,0,,,,,,8.44,8.44,0.0,0.0,0,1.25,0.0,0.0,0.0,0.7500000000000001,0.4173328008516301,1.25,0.5678571428571428,0.4213563916581885,1.25,0.4553571428571429,0.3815997723314133,1.25,1.647058823529412,0,0.0,0,0.0,,3.5,0.1166666666666666,2.2857142857142856,2,3.5,sexta,0,0.0,0.0,0.0,9999,8.44,2,14.862893081761008,0,0,0.0,1.1404448961587903,0,1.8000000000000114,0.25,0.8904448961587905,9,1,1.8011591818730763,4.988659181873077,0.0,0,4.685871235002675,7.400620607297498,OK,train
