pipeline,notebook,family,pair_key,ingredient_id,date,nome_ingrediente,categoria,unidade,qtd_pedida_no_dia_audit,comprou_no_dia_audit,preco_medio_disponivel,y_qtd_comprar,y_comprar,qtd_real_comprada,comprou_real,qtd_alvo_abt,comprar_alvo_abt,valor_real_comprado,classifier_model,regressor_model,classificador_indicou_compra,probabilidade_compra,qtd_regressor_bruta,qtd_modelo_indicada,diferenca_modelo_menos_real,diferenca_abs,valor_modelo_indicado,diferenca_valor_modelo_menos_real,diferenca_modelo_menos_alvo_abt
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0217,2026-01-17,SORVETE DE CHOCOLATE,Semi-prontos e Preparados,KG,0.0,0,39.02666666666666,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.00711384528741438,9.961547551664482,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0114,2026-01-21,REPOLHO ROXO,Legumes e Verduras,KG,0.0,0,7.435,0.5,1,0.0,0,0.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9894280811776682,2.267990147879418,2.267990147879418,2.267990147879418,2.267990147879418,16.862506749483472,16.862506749483472,1.7679901478794182
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0035,2026-04-18,KIWI,Frutas Frescas,KG,0.0,0,18.12333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.007635604941396372,2.7944968433651347,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0081,2026-05-07,DOCE DE LEITE,Laticínios,KG,0.0,0,33.306666666666665,43.0,1,0.0,0,43.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.99734185927756,38.450530778959745,38.450530778959745,38.450530778959745,38.450530778959745,1280.6590118112192,1280.6590118112192,-4.549469221040255
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0042,2026-01-06,RASPAS DE LIMÃO SICILIANO,Frutas Frescas,KG,0.0,0,14.15,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.025266366748758075,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0093,2026-02-17,PARMESÃO,Laticínios,KG,0.0,0,112.78000000000002,9.5,1,0.0,0,9.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9201978541045646,10.448059457735956,10.448059457735956,10.448059457735956,10.448059457735956,1178.3321456434612,1178.3321456434612,0.9480594577359565
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0221,2026-03-20,ALECRIM,Temperos e Especiarias,KG,0.0,0,28.040000000000003,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.05442155324069771,2.7682597894398437,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0085,2026-04-22,IOGURTE GREGO,Laticínios,L,0.0,0,35.473333333333336,14.0,1,0.0,0,14.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9968960783525247,18.591282117757356,18.591282117757356,18.591282117757356,18.591282117757356,659.494747657246,659.494747657246,4.5912821177573555
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0001,2026-01-08,AÇÚCAR CRISTAL,Açúcares e Mel,KG,0.0,0,6.72,1.5,1,0.0,0,1.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9964732687564837,2.8850788717536804,2.8850788717536804,2.8850788717536804,2.8850788717536804,19.387730018184733,19.387730018184733,1.3850788717536804
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0039,2026-01-11,MAÇÃ VERMELHA,Frutas Frescas,KG,0.0,0,39.056666666666665,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.14035714739321942,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0217,2026-01-24,SORVETE DE CHOCOLATE,Semi-prontos e Preparados,KG,0.0,0,39.02666666666666,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.003436420065076533,-3.7009843863222396,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0100,2026-01-03,BERINJELA,Legumes e Verduras,KG,0.0,0,7.92,1.0,1,0.0,0,1.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9988034163251571,2.267990147879418,2.267990147879418,2.267990147879418,2.267990147879418,17.96248197120499,17.96248197120499,1.2679901478794182
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0205,2026-02-07,MIX DE VEGETAIS ESCALFADOS,Semi-prontos e Preparados,KG,0.0,0,28.57333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.004652249877373517,2.0291536737007805,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0205,2026-02-26,MIX DE VEGETAIS ESCALFADOS,Semi-prontos e Preparados,KG,0.0,0,28.57333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.002754240197318214,2.0291536737007805,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0044,2026-02-17,SUMO DE LIMÃO,Frutas Frescas,L,0.0,0,11.266666666666666,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.004832634876189447,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0010,2026-03-17,CAFÉ COADO,Bebidas e Bases,UND,0.0,0,4.125,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.014786751484747073,89.8793727114226,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0027,2026-04-29,CACAU EM PÓ,Chocolates e Cacau,KG,0.0,0,77.8,5.0,1,0.0,0,5.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9946818099773158,5.897805302692137,5.897805302692137,5.897805302692137,5.897805302692137,458.84925254944824,458.84925254944824,0.8978053026921371
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0115,2026-01-05,REPOLHO ROXO EM FIOS,Legumes e Verduras,KG,0.0,0,17.865000000000002,1.5,1,0.0,0,1.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.995571704609372,2.5263199157308835,2.5263199157308835,2.5263199157308835,2.5263199157308835,45.13270529453224,45.13270529453224,1.0263199157308835
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0174,2026-02-15,BISCOITO MAISENA,Semi-prontos e Preparados,KG,0.0,0,22.6,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0034283175005327487,4.861431053485555,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0149,2026-02-07,SEMENTE DE MOSTARDA,Nozes e Sementes,KG,0.0,0,50.79,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.006130517189148459,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0100,2026-04-28,BERINJELA,Legumes e Verduras,KG,0.0,0,7.92,1.0,1,0.0,0,1.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.983144964969049,2.0291536737007805,2.0291536737007805,2.0291536737007805,2.0291536737007805,16.07089709571018,16.07089709571018,1.0291536737007805
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0207,2026-02-11,NUGGETS DE FRANGO,Semi-prontos e Preparados,KG,0.0,0,43.60999999999999,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.004615047545655462,3.6081466520472216,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0142,2026-01-10,PASTA DE PISTACHE,Nozes e Sementes,KG,0.0,0,326.245,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.005167054811805958,-1.9095727814264347,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0149,2026-02-12,SEMENTE DE MOSTARDA,Nozes e Sementes,KG,0.0,0,50.79,0.5,1,0.0,0,0.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9863441572368696,2.267990147879418,2.267990147879418,2.267990147879418,2.267990147879418,115.19121961079566,115.19121961079566,1.7679901478794182
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0105,2026-02-21,CEBOLINHA,Legumes e Verduras,KG,0.0,0,24.19,3.0,1,0.0,0,3.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9949324543616007,3.51507410292886,3.51507410292886,3.51507410292886,3.51507410292886,85.02964254984913,85.02964254984913,0.5150741029288599
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0108,2026-04-03,COENTRO,Legumes e Verduras,KG,0.44,1,21.54,0.0,0,0.44,1,0.0,0,9.477599999999999,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.004629676541879081,1.9377262802659443,0.0,-0.44,0.44,0.0,-9.477599999999999,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0161,2026-02-05,FRANGO DESFIADO,Proteínas,KG,0.0,0,36.585,12.5,1,0.0,0,12.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9959444264418088,6.847580099544686,6.847580099544686,6.847580099544686,6.847580099544686,250.51871794184234,250.51871794184234,-5.652419900455314
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0067,2026-02-12,FARINHA PANKO,"Grãos, Farinhas e Massas",KG,0.0,0,22.65,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.011126919608190199,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0089,2026-02-04,MANTEIGA,Laticínios,KG,0.0,0,78.42333333333333,43.0,1,0.0,0,43.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9973735768850442,40.89288291953075,40.89288291953075,40.89288291953075,40.89288291953075,3206.956188159333,3206.956188159333,-2.1071170804692514
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0105,2026-03-05,CEBOLINHA,Legumes e Verduras,KG,0.0,0,24.19,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.018115863592451025,2.427429511868125,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0089,2026-04-16,MANTEIGA,Laticínios,KG,0.0,0,78.42333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.015102306673379268,15.73642352303534,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0214,2026-02-26,PÃO CIABATTA,Semi-prontos e Preparados,UND,0.0,0,4.1850000000000005,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0037020543064717544,58.67958219512075,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0115,2026-02-01,REPOLHO ROXO EM FIOS,Legumes e Verduras,KG,0.0,0,17.865000000000002,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.03475012175748951,2.0722632187843724,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0040,2026-05-17,MORANGO,Frutas Frescas,KG,0.0,0,22.63,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.01233737080313792,2.5680100192248254,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0189,2026-02-11,CRUMBLE,Semi-prontos e Preparados,KG,0.0,0,32.71333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0038003241804410977,1.1696603247856265,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0112,2026-03-22,PEPINO JAPONÊS,Legumes e Verduras,KG,0.0,0,11.675,1.5,1,0.0,0,1.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.983144964969049,2.5548150041402065,2.5548150041402065,2.5548150041402065,2.5548150041402065,29.82746517333691,29.82746517333691,1.0548150041402065
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0061,2026-03-21,AVEIA EM FLOCOS,"Grãos, Farinhas e Massas",KG,0.0,0,14.523333333333332,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.038121387370415025,3.31518304173633,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0125,2026-01-30,SAKÊ MIRIM,Molhos e Condimentos,L,1.5,1,49.07333333333333,0.0,0,1.5,1,0.0,0,73.61,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.00882050980743384,1.9377262802659443,0.0,-1.5,1.5,0.0,-73.61,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0116,2026-01-28,RÚCULA,Legumes e Verduras,KG,0.0,0,22.58,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.004561901494826874,2.0291536737007805,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0203,2026-02-06,MIX DE CHIPS,Semi-prontos e Preparados,KG,0.0,0,39.35666666666666,9.5,1,0.0,0,9.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9959168653685335,10.986420345594158,10.986420345594158,10.986420345594158,10.986420345594158,432.38888340143404,432.38888340143404,1.4864203455941585
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0064,2026-01-31,FARELO DE AVEIA,"Grãos, Farinhas e Massas",KG,0.0,0,13.51,2.0,1,0.0,0,2.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9962895651622564,3.684004219747644,3.684004219747644,3.684004219747644,3.684004219747644,49.77089700879067,49.77089700879067,1.684004219747644
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0169,2026-01-07,ARROZ PARBOILIZADO COZIDO,Semi-prontos e Preparados,KG,2.0,1,8.673333333333334,0.0,0,2.0,1,0.0,0,17.346666666666668,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0035756198351196995,0.6717867639597821,0.0,-2.0,2.0,0.0,-17.346666666666668,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0174,2026-04-06,BISCOITO MAISENA,Semi-prontos e Preparados,KG,0.0,0,22.6,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.005170910510510731,10.678466693888529,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0172,2026-01-12,BATATA ASSADA,Semi-prontos e Preparados,KG,0.0,0,14.553333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.005651694041054635,2.2124584967178285,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0225,2026-03-22,CUMARU,Temperos e Especiarias,KG,0.0,0,330.8833333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.005807217708821445,2.8308958935913,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0079,2026-04-01,CREME DE LEITE FRESCO,Laticínios,L,0.0,0,38.95666666666667,45.0,1,0.0,0,45.0,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.9973735768850442,33.652981204515456,33.652981204515456,33.652981204515456,33.652981204515456,1311.0079711239073,1311.0079711239073,-11.347018795484544
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0122,2026-02-06,MOLHO DE TOMATE ASSADO,Molhos e Condimentos,KG,0.0,0,23.08,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.02815565653969649,3.69077702943095,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0175,2026-03-28,BISCOITO NEGRESCO,Semi-prontos e Preparados,KG,0.0,0,33.026666666666664,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.00493478664906478,-0.9857713561013385,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0060,2026-01-04,ARROZ PARBOILIZADO,"Grãos, Farinhas e Massas",KG,0.0,0,8.703333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.01860970990076563,-2.7093160182220783,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0183,2026-02-14,CHIPS DE PARMESÃO,Semi-prontos e Preparados,KG,0.0,0,114.06333333333332,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0051624503590259226,1.488926369348122,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0226,2026-04-29,FLOR DE SAL,Temperos e Especiarias,KG,0.0,0,112.94333333333331,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.005807217708821445,2.8308958935913,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0228,2026-04-15,MATCHÁ,Temperos e Especiarias,KG,0.0,0,281.695,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.020454487575356544,1.6184602357034483,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0049,2026-03-25,BANANA CONGELADA,Frutas Secas e Congeladas,KG,0.0,0,18.6,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.017118208275852462,7.596636039774685,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0095,2026-02-13,QUEIJO DE COALHO,Laticínios,KG,0.0,0,63.39333333333334,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.08386937592508553,18.584502451291137,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0205,2026-04-15,MIX DE VEGETAIS ESCALFADOS,Semi-prontos e Preparados,KG,0.0,0,28.57333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.015692901059199644,2.667437705293793,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0083,2026-02-02,GORGONZOLA,Laticínios,KG,0.0,0,97.41,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0038000582280335593,1.9772191917262454,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0157,2026-02-03,CHATEAUBRIAND DE MIGNON,Proteínas,KG,0.0,0,164.265,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.3562050825670871,2.8308958935913,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0071,2026-04-04,MASSA DE TAPIOCA,"Grãos, Farinhas e Massas",KG,0.0,0,18.656666666666663,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.015745387653431735,1.7080236162285227,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0030,2026-04-21,CHOCOLATE BRANCO,Chocolates e Cacau,KG,0.0,0,89.30666666666667,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.1814674360326305,10.448059457735956,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0024,2026-02-07,ÁGUA FILTRADA,Bebidas e Bases,L,0.0,0,3.486666666666667,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.056689344536032346,10.508280566860709,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0106,2026-02-24,CENOURA,Legumes e Verduras,KG,0.0,0,6.59,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.014086627040714334,3.2797363746526873,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0240,2026-03-18,AZEITE DE OLIVA,Óleos e Gorduras,L,0.0,0,42.335,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.021725542175033113,5.2358390985814145,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0169,2026-01-11,ARROZ PARBOILIZADO COZIDO,Semi-prontos e Preparados,KG,0.0,0,8.673333333333334,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0027730482767058147,-0.2250842880680649,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0075,2026-05-14,CHANTILLY,Laticínios,KG,0.0,0,32.99333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0022006940119764533,0.6841329321738643,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0204,2026-01-04,MIX DE GRÃOS,Semi-prontos e Preparados,KG,0.0,0,22.72666666666667,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.0068571770138169,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0069,2026-03-11,FERMENTO QUÍMICO,"Grãos, Farinhas e Massas",KG,29.0,1,32.99666666666666,0.0,0,29.0,1,0.0,0,956.9033333333332,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.14128353633608973,8.883388307906396,0.0,-29.0,29.0,0.0,-956.9033333333332,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0010,2026-04-29,CAFÉ COADO,Bebidas e Bases,UND,0.0,0,4.125,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.012349907950605386,84.5535401585987,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0205,2026-05-10,MIX DE VEGETAIS ESCALFADOS,Semi-prontos e Preparados,KG,0.0,0,28.57333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.004268418801587637,2.0291536737007805,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0205,2026-05-18,MIX DE VEGETAIS ESCALFADOS,Semi-prontos e Preparados,KG,0.0,0,28.57333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.002742335304217319,2.0291536737007805,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0136,2026-02-01,GERGELIM BRANCO,Nozes e Sementes,KG,0.0,0,46.79333333333333,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.006688266541475409,1.9377262802659443,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0018,2026-02-09,GELO,Bebidas e Bases,KG,0.0,0,4.0633333333333335,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.02655571975192728,43.46542601427639,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0059,2026-03-30,AMIDO DE MILHO,"Grãos, Farinhas e Massas",KG,0.0,0,12.24,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.014959361345868458,2.254871225452135,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0066,2026-01-05,FARINHA DE TRIGO,"Grãos, Farinhas e Massas",KG,0.0,0,7.78,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.04559962568115202,79.22991444246904,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0231,2026-03-25,PASTA DE ALHO COM GENGIBRE,Temperos e Especiarias,KG,0.0,0,25.52,0.0,0,0.0,0,0.0,0,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,0,0.008032993589984131,1.7110272874761863,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Gradient Boosting,01_knn,Distancia,gradient_boosting,ING0054,2026-04-08,MIX DE FRUTAS VERMELHAS,Frutas Secas e Congeladas,KG,0.0,0,38.42666666666667,3.5,1,0.0,0,3.5,1,0.0,Gradient Boosting Classifier,Gradient Boosting Regressor,1,0.995571704609372,3.810304810750208,3.810304810750208,3.810304810750208,3.810304810750208,146.41731286109467,146.41731286109467,0.3103048107502082
