pipeline,ingredient_id,nome_ingrediente,categoria,unidade,qtd_real_comprada,qtd_modelo_indicada,diferenca_abs,valor_real_comprado,valor_modelo_indicado,diferenca_modelo_menos_real,diferenca_valor_modelo_menos_real
Distancia - Knn,ING0033,ABACATE,Frutas Frescas,KG,4.55,0.0,4.55,56.602,0.0,-4.55,-56.602
Distancia - Knn,ING0108,COENTRO,Legumes e Verduras,KG,0.94,3.0,3.94,20.2476,64.62,2.06,44.372400000000006
Distancia - Knn,ING0239,ÁCIDO CÍTRICO,Temperos e Especiarias,KG,0.5,3.4,3.9,28.338333333333335,192.70066666666668,2.9,164.36233333333334
Distancia - Knn,ING0166,SALMÃO DEFUMADO,Proteínas,KG,3.88,0.0,3.88,549.6602,0.0,-3.88,-549.6602
Distancia - Knn,ING0127,TAHINE,Molhos e Condimentos,KG,1.57,2.3,3.87,103.89736666666668,152.20633333333336,0.7299999999999998,48.30896666666668
Distancia - Knn,ING0149,SEMENTE DE MOSTARDA,Nozes e Sementes,KG,0.0,3.4000000000000004,3.4000000000000004,0.0,172.686,3.4000000000000004,172.686
Distancia - Knn,ING0221,ALECRIM,Temperos e Especiarias,KG,0.0,3.4,3.4,0.0,95.33600000000001,3.4,95.33600000000001
Distancia - Knn,ING0135,COCO DESIDRATADO EM FITAS,Nozes e Sementes,KG,0.5,2.2,2.7,36.19166666666667,159.24333333333334,1.7000000000000002,123.05166666666668
Distancia - Knn,ING0223,CANELA,Temperos e Especiarias,KG,0.0,2.6,2.6,0.0,231.58200000000002,2.6,231.58200000000002
Distancia - Knn,ING0053,HIBISCO SECO,Frutas Secas e Congeladas,KG,0.0,2.5,2.5,0.0,216.73333333333332,2.5,216.73333333333332
Distancia - Knn,ING0129,AMENDOIM,Nozes e Sementes,KG,2.0,0.0,2.0,58.22666666666667,0.0,-2.0,-58.22666666666667
Distancia - Knn,ING0017,EXTRATO DE BAUNILHA,Bebidas e Bases,L,2.0,0.0,2.0,226.72,0.0,-2.0,-226.72
Distancia - Knn,ING0225,CUMARU,Temperos e Especiarias,KG,2.0,0.0,2.0,661.7666666666667,0.0,-2.0,-661.7666666666667
Distancia - Knn,ING0138,GERGELIM PRETO TORRADO,Nozes e Sementes,KG,1.6,0.0,1.6,93.61066666666667,0.0,-1.6,-93.61066666666667
Distancia - Knn,ING0016,ESSÊNCIA DE BAUNILHA,Bebidas e Bases,L,1.5,0.0,1.5,145.75000000000003,0.0,-1.5,-145.75000000000003
Distancia - Knn,ING0147,SEMENTE DE COENTRO,Nozes e Sementes,KG,1.0,0.5,1.5,23.10333333333333,11.551666666666666,-0.5,-11.551666666666666
Distancia - Knn,ING0229,NOZ MOSCADA,Temperos e Especiarias,KG,1.5,0.0,1.5,143.95999999999998,0.0,-1.5,-143.95999999999998
Distancia - Knn,ING0237,PÁPRICA PICANTE,Temperos e Especiarias,KG,0.0,1.3,1.3,0.0,89.39666666666668,1.3,89.39666666666668
Distancia - Knn,ING0235,PIMENTA SÍRIA,Temperos e Especiarias,KG,1.0,0.0,1.0,78.31333333333333,0.0,-1.0,-78.31333333333333
Distancia - Knn,ING0050,CRANBERRY SECO,Frutas Secas e Congeladas,KG,0.0,1.0,1.0,0.0,70.16666666666667,1.0,70.16666666666667
Distancia - Knn,ING0051,DAMASCO SECO,Frutas Secas e Congeladas,KG,0.5,0.5,1.0,36.98,36.98,0.0,0.0
Distancia - Knn,ING0041,RASPAS DE LIMÃO,Frutas Frescas,KG,0.5,0.0,0.5,14.903333333333334,0.0,-0.5,-14.903333333333334
Distancia - Knn,ING0233,PASTA DE TEMPERO,Temperos e Especiarias,KG,0.5,0.0,0.5,27.231666666666666,0.0,-0.5,-27.231666666666666
Distancia - Knn,ING0072,MASSA PARA PASTEL,"Grãos, Farinhas e Massas",KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Knn,ING0226,FLOR DE SAL,Temperos e Especiarias,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Knn,ING0236,PÁPRICA DOCE,Temperos e Especiarias,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
