data_pedido,ingredient_id,qty,data_prevista,order_type
2023-08-16,ING0230,39.0,2023-08-20,emergencial
2023-08-16,ING0244,2.0,2023-08-20,emergencial
2023-08-17,ING0006,32.0,2023-08-24,emergencial
2023-08-17,ING0024,13.5,2023-08-20,emergencial
2023-08-17,ING0030,3.5,2023-08-21,emergencial
2023-08-17,ING0066,50.0,2023-08-21,emergencial
2023-08-17,ING0069,12.0,2023-08-21,emergencial
2023-08-17,ING0081,20.0,2023-08-19,emergencial
2023-08-17,ING0098,1.5,2023-08-19,emergencial
2023-08-17,ING0105,8.976930129530963,2023-08-18,emergencial
2023-08-17,ING0121,2.5,2023-08-24,emergencial
2023-08-17,ING0129,4.5,2023-08-30,emergencial
2023-08-17,ING0230,39.5,2023-08-21,emergencial
2023-08-18,ING0001,1.0,2023-08-21,sexta
2023-08-18,ING0006,32.0,2023-08-25,sexta
2023-08-18,ING0008,36.99907611886248,2023-08-21,sexta
2023-08-18,ING0018,7.5,2023-08-23,sexta
2023-08-18,ING0024,11.5,2023-08-21,sexta
2023-08-18,ING0030,3.5,2023-08-22,sexta
2023-08-18,ING0033,1.5,2023-08-19,sexta
2023-08-18,ING0036,1.0,2023-08-19,sexta
2023-08-18,ING0038,1.5,2023-08-19,sexta
2023-08-18,ING0039,0.5,2023-08-19,sexta
2023-08-18,ING0043,9.0,2023-08-19,sexta
2023-08-18,ING0044,0.5,2023-08-19,sexta
2023-08-18,ING0045,31.0,2023-08-19,sexta
2023-08-18,ING0047,0.5,2023-08-19,sexta
2023-08-18,ING0048,7.5,2023-08-20,sexta
2023-08-18,ING0049,10.0,2023-08-21,sexta
2023-08-18,ING0053,0.5,2023-08-20,sexta
2023-08-18,ING0066,48.5,2023-08-22,sexta
2023-08-18,ING0074,1.5,2023-08-28,sexta
2023-08-18,ING0076,26.0,2023-08-20,sexta
2023-08-18,ING0079,19.5,2023-08-22,sexta
2023-08-18,ING0081,20.0,2023-08-20,sexta
2023-08-18,ING0083,1.0,2023-08-20,sexta
2023-08-18,ING0085,0.5,2023-08-20,sexta
2023-08-18,ING0095,7.0,2023-08-20,sexta
2023-08-18,ING0097,0.5,2023-08-20,sexta
2023-08-18,ING0098,1.5,2023-08-20,sexta
2023-08-18,ING0101,0.5,2023-08-19,sexta
2023-08-18,ING0103,0.5,2023-08-19,sexta
2023-08-18,ING0106,1.0,2023-08-19,sexta
2023-08-18,ING0110,0.5,2023-08-19,sexta
2023-08-18,ING0114,0.5,2023-08-19,sexta
2023-08-18,ING0121,3.0,2023-08-22,sexta
2023-08-18,ING0129,4.0,2023-08-22,sexta
2023-08-18,ING0132,8.057344466069628,2023-08-25,sexta
2023-08-18,ING0137,0.5,2023-08-22,sexta
2023-08-18,ING0142,5.5,2023-08-22,sexta
2023-08-18,ING0143,2.0,2023-08-22,sexta
2023-08-18,ING0145,0.5,2023-08-28,sexta
2023-08-18,ING0148,0.5,2023-08-22,sexta
2023-08-18,ING0149,0.5,2023-08-22,sexta
2023-08-18,ING0150,0.5,2023-08-21,sexta
2023-08-18,ING0152,6.104352727101288,2023-08-21,sexta
2023-08-18,ING0159,556.0,2023-08-19,sexta
2023-08-18,ING0164,2.5,2023-08-21,sexta
2023-08-18,ING0166,0.5,2023-08-21,sexta
2023-08-18,ING0171,34.271942079159054,2023-08-21,sexta
2023-08-18,ING0175,38.00180366675984,2023-08-21,sexta
2023-08-18,ING0191,8.5,2023-08-21,sexta
2023-08-18,ING0192,7.0,2023-08-21,sexta
2023-08-18,ING0195,2.0,2023-08-21,sexta
2023-08-18,ING0205,1.0,2023-08-23,sexta
2023-08-18,ING0218,20.0,2023-08-23,sexta
2023-08-18,ING0222,1.0,2023-08-30,sexta
2023-08-18,ING0225,0.5,2023-08-22,sexta
2023-08-18,ING0227,1.0,2023-08-26,sexta
2023-08-18,ING0230,38.5,2023-08-22,sexta
2023-08-18,ING0237,0.5,2023-08-22,sexta
2023-08-18,ING0238,5.0,2023-08-22,sexta
2023-08-18,ING0244,2.0,2023-08-22,sexta
2023-08-21,ING0006,32.0,2023-08-28,emergencial
2023-08-21,ING0079,31.0,2023-08-23,emergencial
2023-08-21,ING0087,1.0,2023-08-23,emergencial
2023-08-21,ING0121,2.5,2023-08-25,emergencial
2023-08-21,ING0129,4.5,2023-08-26,emergencial
2023-08-21,ING0132,7.0,2023-08-25,emergencial
2023-08-21,ING0142,6.5,2023-08-25,emergencial
2023-08-21,ING0227,1.5,2023-08-29,emergencial
2023-08-22,ING0076,100.15156911922749,2023-08-24,emergencial
2023-08-22,ING0087,1.0,2023-08-24,emergencial
2023-08-22,ING0110,1.5,2023-08-23,emergencial
2023-08-22,ING0227,1.5,2023-08-30,emergencial
2023-08-23,ING0043,16.0,2023-08-24,emergencial
2023-08-23,ING0049,14.5,2023-08-25,emergencial
2023-08-23,ING0076,107.5702038687999,2023-08-25,emergencial
2023-08-23,ING0159,517.0,2023-08-24,emergencial
2023-08-23,ING0227,1.5,2023-09-01,emergencial
2023-08-24,ING0049,14.5,2023-08-26,emergencial
2023-08-24,ING0163,403.0,2023-08-25,emergencial
2023-08-24,ING0227,1.5,2023-09-01,emergencial
2023-08-25,ING0001,0.5,2023-08-28,sexta
2023-08-25,ING0011,0.5,2023-08-31,sexta
2023-08-25,ING0016,0.5190777179576995,2023-08-28,sexta
2023-08-25,ING0018,25.0,2023-08-29,sexta
2023-08-25,ING0033,1.5,2023-08-26,sexta
2023-08-25,ING0035,0.5555449122903361,2023-08-27,sexta
2023-08-25,ING0036,1.0,2023-08-26,sexta
2023-08-25,ING0038,1.5,2023-08-27,sexta
2023-08-25,ING0039,0.5,2023-08-26,sexta
2023-08-25,ING0043,8.5,2023-08-26,sexta
2023-08-25,ING0048,5.5,2023-08-27,sexta
2023-08-25,ING0049,2.5,2023-08-27,sexta
2023-08-25,ING0052,17.0,2023-08-28,sexta
2023-08-25,ING0055,0.5,2023-08-27,sexta
2023-08-25,ING0063,13.0,2023-08-29,sexta
2023-08-25,ING0073,0.5,2023-08-29,sexta
2023-08-25,ING0074,2.0,2023-08-29,sexta
2023-08-25,ING0079,2.0,2023-08-27,sexta
2023-08-25,ING0083,1.0,2023-08-27,sexta
2023-08-25,ING0085,0.5,2023-08-27,sexta
2023-08-25,ING0086,20.5,2023-08-27,sexta
2023-08-25,ING0091,6.5,2023-08-27,sexta
2023-08-25,ING0097,0.45262302033743945,2023-08-27,sexta
2023-08-25,ING0098,0.5,2023-08-26,sexta
2023-08-25,ING0103,0.5,2023-08-26,sexta
2023-08-25,ING0106,1.5,2023-08-26,sexta
2023-08-25,ING0110,1.0,2023-08-26,sexta
2023-08-25,ING0112,0.5,2023-08-27,sexta
2023-08-25,ING0113,0.5,2023-08-26,sexta
2023-08-25,ING0129,2.0,2023-08-29,sexta
2023-08-25,ING0133,0.5,2023-08-29,sexta
2023-08-25,ING0137,0.5,2023-08-29,sexta
2023-08-25,ING0145,0.5,2023-08-29,sexta
2023-08-25,ING0147,0.5,2023-08-29,sexta
2023-08-25,ING0159,286.0,2023-08-26,sexta
2023-08-25,ING0161,2.522006390339294,2023-08-30,sexta
2023-08-25,ING0169,1.0,2023-08-29,sexta
2023-08-25,ING0174,10.5,2023-08-28,sexta
2023-08-25,ING0175,5.0,2023-08-30,sexta
2023-08-25,ING0183,2.5,2023-08-28,sexta
2023-08-25,ING0189,2.0,2023-08-28,sexta
2023-08-25,ING0191,23.0,2023-08-31,sexta
2023-08-25,ING0192,22.0,2023-08-29,sexta
2023-08-25,ING0211,93.7056917972705,2023-08-28,sexta
2023-08-25,ING0214,150.0,2023-08-30,sexta
2023-08-25,ING0218,33.5,2023-08-28,sexta
2023-08-25,ING0222,1.5,2023-08-29,sexta
2023-08-25,ING0227,1.5,2023-09-02,sexta
2023-08-25,ING0239,0.5,2023-08-29,sexta
2023-08-25,ING0243,1.0,2023-08-29,sexta
2023-08-28,ING0018,52.0,2023-09-01,emergencial
2023-08-28,ING0192,56.5,2023-08-31,emergencial
2023-08-28,ING0214,253.0,2023-09-03,emergencial
2023-08-28,ING0222,2.0,2023-09-01,emergencial
2023-08-28,ING0227,1.0,2023-09-01,emergencial
2023-08-28,ING0243,1.5,2023-09-01,emergencial
2023-08-29,ING0043,28.0,2023-08-30,emergencial
2023-08-29,ING0087,1.0,2023-08-31,emergencial
2023-08-29,ING0163,333.0,2023-08-30,emergencial
2023-08-29,ING0191,70.5,2023-09-01,emergencial
2023-08-29,ING0214,317.0,2023-09-01,emergencial
2023-08-30,ING0035,3.0,2023-08-31,emergencial
2023-08-30,ING0087,1.0,2023-09-01,emergencial
2023-08-30,ING0189,4.5,2023-09-02,emergencial
2023-08-30,ING0191,88.0,2023-09-02,emergencial
2023-08-31,ING0110,3.5,2023-09-01,emergencial
2023-08-31,ING0189,5.0,2023-09-03,emergencial
2023-09-01,ING0001,0.5,2023-09-04,sexta
2023-09-01,ING0005,0.5,2023-09-04,sexta
2023-09-01,ING0015,136.0,2023-09-04,sexta
2023-09-01,ING0029,7.345731485594137,2023-09-05,sexta
2023-09-01,ING0030,2.5,2023-09-05,sexta
2023-09-01,ING0036,0.5,2023-09-02,sexta
2023-09-01,ING0038,2.0,2023-09-02,sexta
2023-09-01,ING0039,0.5,2023-09-02,sexta
2023-09-01,ING0041,0.5,2023-09-03,sexta
2023-09-01,ING0050,0.5,2023-09-03,sexta
2023-09-01,ING0051,0.5788935700106266,2023-09-03,sexta
2023-09-01,ING0061,5.5,2023-09-05,sexta
2023-09-01,ING0064,0.5465211524580111,2023-09-05,sexta
2023-09-01,ING0068,0.5,2023-09-06,sexta
2023-09-01,ING0079,40.5,2023-09-03,sexta
2023-09-01,ING0081,0.5,2023-09-03,sexta
2023-09-01,ING0083,1.0,2023-09-03,sexta
2023-09-01,ING0085,0.5,2023-09-03,sexta
2023-09-01,ING0086,101.0,2023-09-03,sexta
2023-09-01,ING0095,15.0,2023-09-03,sexta
2023-09-01,ING0097,0.5,2023-09-03,sexta
2023-09-01,ING0098,0.5,2023-09-02,sexta
2023-09-01,ING0099,1.0,2023-09-02,sexta
2023-09-01,ING0103,0.5,2023-09-02,sexta
2023-09-01,ING0106,4.0,2023-09-04,sexta
2023-09-01,ING0108,0.5,2023-09-02,sexta
2023-09-01,ING0109,0.5,2023-09-02,sexta
2023-09-01,ING0134,0.5,2023-09-05,sexta
2023-09-01,ING0142,4.987254685119791,2023-09-05,sexta
2023-09-01,ING0143,7.5,2023-09-05,sexta
2023-09-01,ING0150,1.0,2023-09-04,sexta
2023-09-01,ING0151,0.5,2023-09-04,sexta
2023-09-01,ING0163,151.0,2023-09-02,sexta
2023-09-01,ING0169,3.0,2023-09-04,sexta
2023-09-01,ING0174,33.0,2023-09-04,sexta
2023-09-01,ING0175,9.0,2023-09-04,sexta
2023-09-01,ING0183,4.0,2023-09-04,sexta
2023-09-01,ING0188,31.0,2023-09-04,sexta
2023-09-01,ING0189,5.0,2023-09-05,sexta
2023-09-01,ING0211,119.0,2023-09-04,sexta
2023-09-01,ING0229,0.5,2023-09-11,sexta
2023-09-01,ING0232,8.0,2023-09-10,sexta
2023-09-01,ING0241,0.5,2023-09-05,sexta
2023-09-01,ING0244,0.5,2023-09-05,sexta
2023-09-04,ING0030,3.0,2023-09-08,emergencial
2023-09-04,ING0061,10.5,2023-09-08,emergencial
2023-09-04,ING0066,41.0,2023-09-08,emergencial
2023-09-04,ING0081,36.0,2023-09-06,emergencial
2023-09-04,ING0083,3.0,2023-09-06,emergencial
2023-09-04,ING0087,1.0,2023-09-06,emergencial
2023-09-04,ING0131,5.0,2023-09-09,emergencial
2023-09-04,ING0142,11.0,2023-09-08,emergencial
2023-09-04,ING0143,9.0,2023-09-08,emergencial
2023-09-04,ING0163,313.0,2023-09-05,emergencial
2023-09-04,ING0232,26.0,2023-09-10,emergencial
2023-09-05,ING0010,1444.0680637804278,2023-09-08,emergencial
2023-09-05,ING0027,4.0,2023-09-09,emergencial
2023-09-05,ING0030,3.5,2023-09-09,emergencial
2023-09-05,ING0045,71.72898366744623,2023-09-06,emergencial
2023-09-05,ING0049,20.0,2023-09-07,emergencial
2023-09-05,ING0062,19.89240720378786,2023-09-09,emergencial
2023-09-05,ING0066,45.0,2023-09-09,emergencial
2023-09-05,ING0081,34.5,2023-09-07,emergencial
2023-09-05,ING0083,3.5,2023-09-07,emergencial
2023-09-05,ING0086,138.0,2023-09-07,emergencial
2023-09-05,ING0087,1.0,2023-09-07,emergencial
2023-09-05,ING0091,15.5,2023-09-10,emergencial
2023-09-05,ING0093,6.5,2023-09-10,emergencial
2023-09-05,ING0110,4.0,2023-09-07,emergencial
2023-09-05,ING0131,5.0,2023-09-09,emergencial
2023-09-05,ING0157,11.5,2023-09-10,emergencial
2023-09-05,ING0163,350.0,2023-09-09,emergencial
2023-09-05,ING0166,5.151416903036763,2023-09-08,emergencial
2023-09-05,ING0169,5.5,2023-09-08,emergencial
2023-09-05,ING0171,68.3089927558296,2023-09-08,emergencial
2023-09-05,ING0175,50.5,2023-09-10,emergencial
2023-09-05,ING0188,91.0,2023-09-09,emergencial
2023-09-05,ING0206,156.5,2023-09-08,emergencial
2023-09-05,ING0215,135.0,2023-09-08,emergencial
2023-09-05,ING0218,136.0,2023-09-08,emergencial
2023-09-05,ING0232,23.5,2023-09-11,emergencial
2023-09-06,ING0002,6.0,2023-09-09,emergencial
2023-09-06,ING0006,119.246417653836,2023-09-09,emergencial
2023-09-06,ING0010,1296.420206885172,2023-09-09,emergencial
2023-09-06,ING0015,215.0,2023-09-09,emergencial
2023-09-06,ING0018,58.0,2023-09-09,emergencial
2023-09-06,ING0027,4.5,2023-09-10,emergencial
2023-09-06,ING0030,4.0,2023-09-10,emergencial
2023-09-06,ING0038,2.5,2023-09-07,emergencial
2023-09-06,ING0048,9.5,2023-09-13,emergencial
2023-09-06,ING0049,15.5,2023-09-08,emergencial
2023-09-06,ING0060,14.0,2023-09-10,emergencial
2023-09-06,ING0061,4.5,2023-09-10,emergencial
2023-09-06,ING0062,12.241481356177147,2023-09-10,emergencial
2023-09-06,ING0066,54.5,2023-09-10,emergencial
2023-09-06,ING0079,37.0,2023-09-08,emergencial
2023-09-06,ING0086,79.0,2023-09-08,emergencial
2023-09-06,ING0087,1.5,2023-09-08,emergencial
2023-09-06,ING0089,17.0,2023-09-08,emergencial
2023-09-06,ING0090,5.0,2023-09-08,emergencial
2023-09-06,ING0091,10.5,2023-09-08,emergencial
2023-09-06,ING0092,22.5,2023-09-08,emergencial
2023-09-06,ING0093,4.0,2023-09-08,emergencial
2023-09-06,ING0095,21.0,2023-09-08,emergencial
2023-09-06,ING0104,3.5,2023-09-07,emergencial
2023-09-06,ING0107,2.0,2023-09-07,emergencial
2023-09-06,ING0110,2.459522850731082,2023-09-10,emergencial
2023-09-06,ING0115,2.5,2023-09-07,emergencial
2023-09-06,ING0131,3.0,2023-09-10,emergencial
2023-09-06,ING0142,11.5,2023-09-10,emergencial
2023-09-06,ING0152,2.0,2023-09-09,emergencial
2023-09-06,ING0157,9.0,2023-09-09,emergencial
2023-09-06,ING0160,3.5,2023-09-09,emergencial
2023-09-06,ING0163,419.0,2023-09-07,emergencial
2023-09-06,ING0164,16.85599275421939,2023-09-09,emergencial
2023-09-06,ING0166,1.5,2023-09-09,emergencial
2023-09-06,ING0169,6.0,2023-09-10,emergencial
2023-09-06,ING0171,33.0,2023-09-09,emergencial
2023-09-06,ING0175,30.5,2023-09-09,emergencial
2023-09-06,ING0188,68.0,2023-09-09,emergencial
2023-09-06,ING0190,15.0,2023-09-09,emergencial
2023-09-06,ING0192,38.0,2023-09-09,emergencial
2023-09-06,ING0203,6.0,2023-09-09,emergencial
2023-09-06,ING0205,2.0,2023-09-09,emergencial
2023-09-06,ING0206,97.5,2023-09-10,emergencial
2023-09-06,ING0207,3.5,2023-09-09,emergencial
2023-09-06,ING0215,94.0,2023-09-09,emergencial
2023-09-06,ING0218,80.5,2023-09-09,emergencial
2023-09-06,ING0232,11.5,2023-09-12,emergencial
2023-09-06,ING0234,0.5,2023-09-10,emergencial
2023-09-06,ING0243,1.5,2023-09-10,emergencial
2023-09-07,ING0002,6.5,2023-09-10,emergencial
2023-09-07,ING0006,123.38643299957316,2023-09-10,emergencial
2023-09-07,ING0015,214.0,2023-09-10,emergencial
2023-09-07,ING0018,62.0,2023-09-10,emergencial
2023-09-07,ING0027,4.0,2023-09-11,emergencial
2023-09-07,ING0030,4.564338258015647,2023-09-11,emergencial
2023-09-07,ING0048,10.0,2023-09-14,emergencial
2023-09-07,ING0060,14.5,2023-09-14,emergencial
2023-09-07,ING0061,4.5,2023-09-11,emergencial
2023-09-07,ING0066,54.0,2023-09-11,emergencial
2023-09-07,ING0079,38.0,2023-09-09,emergencial
2023-09-07,ING0089,16.5,2023-09-09,emergencial
2023-09-07,ING0090,5.5,2023-09-09,emergencial
2023-09-07,ING0091,10.0,2023-09-09,emergencial
2023-09-07,ING0092,24.5,2023-09-09,emergencial
2023-09-07,ING0093,4.0,2023-09-09,emergencial
2023-09-07,ING0131,3.5,2023-09-11,emergencial
2023-09-07,ING0142,11.5,2023-09-11,emergencial
2023-09-07,ING0157,8.448862234799009,2023-09-10,emergencial
2023-09-07,ING0160,6.0,2023-09-10,emergencial
2023-09-07,ING0164,18.3883557318757,2023-09-10,emergencial
2023-09-07,ING0166,1.0,2023-09-10,emergencial
2023-09-07,ING0169,6.0,2023-09-10,emergencial
2023-09-07,ING0171,37.0,2023-09-10,emergencial
2023-09-07,ING0175,31.0,2023-09-10,emergencial
2023-09-07,ING0188,68.0,2023-09-10,emergencial
2023-09-07,ING0190,19.774122284925106,2023-09-11,emergencial
2023-09-07,ING0192,38.5,2023-09-10,emergencial
2023-09-07,ING0203,6.0,2023-09-10,emergencial
2023-09-07,ING0205,2.0,2023-09-10,emergencial
2023-09-07,ING0206,110.5,2023-09-10,emergencial
2023-09-07,ING0215,100.0,2023-09-14,emergencial
2023-09-07,ING0218,80.5,2023-09-10,emergencial
2023-09-07,ING0232,11.5,2023-09-13,emergencial
2023-09-07,ING0243,1.5,2023-09-11,emergencial
2023-09-07,ING0244,2.5,2023-09-15,emergencial
2023-09-08,ING0001,2.0,2023-09-14,sexta
2023-09-08,ING0002,7.215526140901336,2023-09-11,sexta
2023-09-08,ING0006,119.9107588305711,2023-09-11,sexta
2023-09-08,ING0015,208.0,2023-09-11,sexta
2023-09-08,ING0018,59.0,2023-09-11,sexta
2023-09-08,ING0023,666.4166153802616,2023-09-11,sexta
2023-09-08,ING0027,4.0,2023-09-12,sexta
2023-09-08,ING0029,5.0,2023-09-12,sexta
2023-09-08,ING0033,1.0,2023-09-09,sexta
2023-09-08,ING0035,1.5,2023-09-09,sexta
2023-09-08,ING0036,1.5,2023-09-09,sexta
2023-09-08,ING0038,1.5,2023-09-09,sexta
2023-09-08,ING0042,0.5,2023-09-09,sexta
2023-09-08,ING0047,0.5,2023-09-11,sexta
2023-09-08,ING0048,9.0,2023-09-15,sexta
2023-09-08,ING0052,24.0,2023-09-10,sexta
2023-09-08,ING0060,14.5,2023-09-12,sexta
2023-09-08,ING0070,11.5,2023-09-12,sexta
2023-09-08,ING0071,1.9183045978089022,2023-09-12,sexta
2023-09-08,ING0072,0.5,2023-09-12,sexta
2023-09-08,ING0079,17.0,2023-09-10,sexta
2023-09-08,ING0084,19.0,2023-09-11,sexta
2023-09-08,ING0092,9.0,2023-09-10,sexta
2023-09-08,ING0093,1.5,2023-09-10,sexta
2023-09-08,ING0097,0.5,2023-09-11,sexta
2023-09-08,ING0100,0.5,2023-09-12,sexta
2023-09-08,ING0101,0.5,2023-09-09,sexta
2023-09-08,ING0102,2.5,2023-09-10,sexta
2023-09-08,ING0103,0.5,2023-09-09,sexta
2023-09-08,ING0104,2.364306568045615,2023-09-09,sexta
2023-09-08,ING0106,2.4747507300704603,2023-09-09,sexta
2023-09-08,ING0107,1.0,2023-09-09,sexta
2023-09-08,ING0110,0.5,2023-09-12,sexta
2023-09-08,ING0116,0.5,2023-09-09,sexta
2023-09-08,ING0121,2.5,2023-09-12,sexta
2023-09-08,ING0122,23.5936403075927,2023-09-12,sexta
2023-09-08,ING0131,3.0,2023-09-12,sexta
2023-09-08,ING0138,0.5,2023-09-12,sexta
2023-09-08,ING0142,1.5,2023-09-12,sexta
2023-09-08,ING0152,2.5,2023-09-11,sexta
2023-09-08,ING0154,19.464574664079894,2023-09-11,sexta
2023-09-08,ING0156,0.5,2023-09-11,sexta
2023-09-08,ING0157,9.0,2023-09-11,sexta
2023-09-08,ING0160,6.0,2023-09-11,sexta
2023-09-08,ING0163,67.0,2023-09-09,sexta
2023-09-08,ING0164,18.3883557318757,2023-09-11,sexta
2023-09-08,ING0165,2.5,2023-09-11,sexta
2023-09-08,ING0169,2.0,2023-09-12,sexta
2023-09-08,ING0174,14.5,2023-09-11,sexta
2023-09-08,ING0175,25.5,2023-09-11,sexta
2023-09-08,ING0178,1.0,2023-09-11,sexta
2023-09-08,ING0188,62.0,2023-09-11,sexta
2023-09-08,ING0190,14.5,2023-09-11,sexta
2023-09-08,ING0191,18.0,2023-09-11,sexta
2023-09-08,ING0192,39.0,2023-09-12,sexta
2023-09-08,ING0199,0.5,2023-09-11,sexta
2023-09-08,ING0202,28.0,2023-09-11,sexta
2023-09-08,ING0203,6.5,2023-09-12,sexta
2023-09-08,ING0205,1.5,2023-09-11,sexta
2023-09-08,ING0207,3.0,2023-09-11,sexta
2023-09-08,ING0211,89.0,2023-09-14,sexta
2023-09-08,ING0229,0.5,2023-09-12,sexta
2023-09-08,ING0232,12.0,2023-09-14,sexta
2023-09-08,ING0234,0.5,2023-09-12,sexta
2023-09-08,ING0238,30.811196279930023,2023-09-12,sexta
2023-09-08,ING0240,2.5,2023-09-12,sexta
2023-09-08,ING0243,1.5,2023-09-12,sexta
2023-09-08,ING0244,2.5,2023-09-12,sexta
2023-09-11,ING0019,351.0,2023-09-17,emergencial
2023-09-11,ING0029,5.5,2023-09-15,emergencial
2023-09-11,ING0048,7.0,2023-09-13,emergencial
2023-09-11,ING0063,21.5,2023-09-15,emergencial
2023-09-11,ING0070,13.5,2023-09-15,emergencial
2023-09-11,ING0211,324.13199747617915,2023-09-14,emergencial
2023-09-11,ING0240,3.0,2023-09-16,emergencial
2023-09-11,ING0244,2.5,2023-09-23,emergencial
2023-09-12,ING0019,352.0,2023-09-15,emergencial
2023-09-12,ING0048,7.0,2023-09-14,emergencial
2023-09-12,ING0063,21.0,2023-09-16,emergencial
2023-09-12,ING0087,1.0,2023-09-14,emergencial
2023-09-13,ING0019,338.0,2023-09-16,emergencial
2023-09-13,ING0063,20.5,2023-09-18,emergencial
2023-09-13,ING0087,1.5,2023-09-16,emergencial
2023-09-13,ING0163,446.0,2023-09-14,emergencial
2023-09-14,ING0019,347.0,2023-09-18,emergencial
2023-09-14,ING0063,20.5,2023-09-18,emergencial
2023-09-15,ING0001,1.0,2023-09-19,sexta
2023-09-15,ING0002,0.5,2023-09-18,sexta
2023-09-15,ING0012,1.5,2023-09-18,sexta
2023-09-15,ING0016,0.5,2023-09-18,sexta
2023-09-15,ING0019,185.0,2023-09-18,sexta
2023-09-15,ING0026,1.5,2023-09-19,sexta
2023-09-15,ING0033,1.5,2023-09-17,sexta
2023-09-15,ING0035,1.0,2023-09-16,sexta
2023-09-15,ING0036,0.5,2023-09-16,sexta
2023-09-15,ING0038,2.5,2023-09-17,sexta
2023-09-15,ING0042,0.5,2023-09-16,sexta
2023-09-15,ING0044,0.5,2023-09-16,sexta
2023-09-15,ING0045,28.5,2023-09-16,sexta
2023-09-15,ING0050,0.5,2023-09-20,sexta
2023-09-15,ING0052,15.0,2023-09-17,sexta
2023-09-15,ING0055,0.59331221860026,2023-09-20,sexta
2023-09-15,ING0063,10.5,2023-09-19,sexta
2023-09-15,ING0070,3.0,2023-09-19,sexta
2023-09-15,ING0071,7.673218391235609,2023-09-19,sexta
2023-09-15,ING0073,0.5,2023-09-19,sexta
2023-09-15,ING0079,2.5,2023-09-17,sexta
2023-09-15,ING0081,3.0,2023-09-17,sexta
2023-09-15,ING0083,0.5,2023-09-17,sexta
2023-09-15,ING0084,18.5,2023-09-17,sexta
2023-09-15,ING0085,0.5,2023-09-21,sexta
2023-09-15,ING0086,41.0,2023-09-17,sexta
2023-09-15,ING0087,0.5,2023-09-17,sexta
2023-09-15,ING0088,69.0,2023-09-17,sexta
2023-09-15,ING0089,20.781704261615005,2023-09-17,sexta
2023-09-15,ING0095,10.5,2023-09-17,sexta
2023-09-15,ING0098,0.5,2023-09-16,sexta
2023-09-15,ING0101,0.5,2023-09-16,sexta
2023-09-15,ING0104,1.5,2023-09-18,sexta
2023-09-15,ING0106,1.8748132968530578,2023-09-16,sexta
2023-09-15,ING0107,1.0,2023-09-16,sexta
2023-09-15,ING0113,0.5,2023-09-16,sexta
2023-09-15,ING0115,1.5,2023-09-18,sexta
2023-09-15,ING0116,0.5,2023-09-16,sexta
2023-09-15,ING0121,2.5,2023-09-19,sexta
2023-09-15,ING0122,12.0,2023-09-19,sexta
2023-09-15,ING0133,0.5,2023-09-19,sexta
2023-09-15,ING0143,2.5,2023-09-19,sexta
2023-09-15,ING0147,0.5,2023-09-19,sexta
2023-09-15,ING0148,0.5,2023-09-19,sexta
2023-09-15,ING0149,0.5,2023-09-19,sexta
2023-09-15,ING0150,0.5,2023-09-20,sexta
2023-09-15,ING0151,0.5,2023-09-18,sexta
2023-09-15,ING0152,1.0,2023-09-21,sexta
2023-09-15,ING0154,12.5,2023-09-18,sexta
2023-09-15,ING0161,2.3196646245695396,2023-09-26,sexta
2023-09-15,ING0165,2.5,2023-09-18,sexta
2023-09-15,ING0168,1.5,2023-09-18,sexta
2023-09-15,ING0174,11.5,2023-09-18,sexta
2023-09-15,ING0178,83.0,2023-09-18,sexta
2023-09-15,ING0191,16.5,2023-09-18,sexta
2023-09-15,ING0199,0.5,2023-09-18,sexta
2023-09-15,ING0202,22.0,2023-09-18,sexta
2023-09-15,ING0214,51.0,2023-09-18,sexta
2023-09-15,ING0225,0.5,2023-09-27,sexta
2023-09-15,ING0239,0.5,2023-09-19,sexta
2023-09-15,ING0240,6.068730117699152,2023-09-19,sexta
2023-09-19,ING0163,320.0,2023-09-20,emergencial
2023-09-22,ING0011,0.5,2023-09-25,sexta
2023-09-22,ING0033,0.5,2023-09-24,sexta
2023-09-22,ING0036,0.5,2023-09-23,sexta
2023-09-22,ING0038,1.0,2023-09-24,sexta
2023-09-22,ING0041,0.5,2023-09-23,sexta
2023-09-22,ING0051,0.5,2023-09-24,sexta
2023-09-22,ING0053,0.5,2023-09-24,sexta
2023-09-22,ING0054,0.5,2023-09-24,sexta
2023-09-22,ING0068,0.5,2023-09-26,sexta
2023-09-22,ING0081,0.5,2023-09-24,sexta
2023-09-22,ING0085,0.5,2023-09-24,sexta
2023-09-22,ING0088,36.5,2023-09-24,sexta
2023-09-22,ING0097,0.5,2023-09-24,sexta
2023-09-22,ING0098,0.5,2023-09-23,sexta
2023-09-22,ING0101,0.5,2023-09-23,sexta
2023-09-22,ING0103,0.5,2023-09-23,sexta
2023-09-22,ING0107,0.5,2023-09-23,sexta
2023-09-22,ING0114,0.5,2023-09-23,sexta
2023-09-22,ING0115,0.5,2023-09-23,sexta
2023-09-22,ING0127,1.0,2023-09-26,sexta
2023-09-22,ING0134,0.5,2023-09-26,sexta
2023-09-22,ING0135,0.5,2023-09-26,sexta
2023-09-22,ING0150,0.5,2023-09-25,sexta
2023-09-22,ING0161,3.0,2023-09-25,sexta
2023-09-22,ING0163,281.0,2023-09-23,sexta
2023-09-22,ING0165,0.5,2023-09-25,sexta
2023-09-22,ING0194,0.5,2023-09-25,sexta
