id,supplier_id,ingredient_id,qty,valor,data_pedido,status,data_prevista
PED000000004735,FOR0014,ING0172,15.0,192.94,2024-01-04,entregue,2024-01-07
PED000000004736,FOR0018,ING0188,181.0,982.28,2024-01-04,entregue,2024-01-07
PED000000004737,FOR0014,ING0192,85.5,1382.05,2024-01-04,entregue,2024-01-07
PED000000004738,FOR0014,ING0206,221.58,2627.47,2024-01-04,entregue,2024-01-07
PED000000004739,FOR0025,ING0238,28.11,165.54,2024-01-04,entregue,2024-01-08
PED000000004740,FOR0001,ING0004,138.5,1090.36,2024-01-05,entregue,2024-01-08
PED000000004741,FOR0022,ING0006,37.0,264.49,2024-01-05,entregue,2024-01-08
PED000000004742,FOR0015,ING0007,0.94,36.1,2024-01-05,entregue,2024-01-08
PED000000004743,FOR0015,ING0008,47.0,3988.91,2024-01-05,entregue,2024-01-08
PED000000004744,FOR0011,ING0010,844.0,2761.19,2024-01-05,entregue,2024-01-09
PED000000004745,FOR0011,ING0018,329.35,1033.84,2024-01-05,entregue,2024-01-08
PED000000004746,FOR0011,ING0023,767.0,4142.1,2024-01-05,entregue,2024-01-09
PED000000004747,FOR0021,ING0026,3.07,127.8,2024-01-05,entregue,2024-01-18
PED000000004748,FOR0002,ING0027,12.0,853.13,2024-01-05,entregue,2024-01-09
PED000000004749,FOR0002,ING0029,13.0,1004.53,2024-01-05,entregue,2024-01-09
PED000000004750,FOR0014,ING0030,113.01,10170.6,2024-01-05,entregue,2024-01-09
PED000000004751,FOR0003,ING0036,0.5,7.45,2024-01-05,entregue,2024-01-06
PED000000004752,FOR0023,ING0038,6.5,122.43,2024-01-05,entregue,2024-01-06
PED000000004753,FOR0007,ING0040,14.5,361.42,2024-01-05,entregue,2024-01-06
PED000000004754,FOR0003,ING0043,64.0,724.38,2024-01-05,entregue,2024-01-06
PED000000004755,FOR0023,ING0047,1.5,32.66,2024-01-05,entregue,2024-01-06
PED000000004756,FOR0003,ING0049,49.5,955.98,2024-01-05,entregue,2024-01-07
PED000000004757,FOR0018,ING0055,0.58,28.03,2024-01-05,entregue,2024-01-07
PED000000004758,FOR0003,ING0057,116.23,1472.8,2024-01-05,entregue,2024-01-08
PED000000004759,FOR0016,ING0060,0.5,4.93,2024-01-05,entregue,2024-01-09
PED000000004760,FOR0016,ING0061,13.0,169.36,2024-01-05,entregue,2024-01-09
PED000000004761,FOR0005,ING0066,423.5,2941.51,2024-01-05,entregue,2024-01-09
PED000000004762,FOR0005,ING0067,0.6,13.29,2024-01-05,entregue,2024-01-10
PED000000004763,FOR0005,ING0069,38.43,1369.42,2024-01-05,entregue,2024-01-09
PED000000004764,FOR0025,ING0070,75.66,1508.05,2024-01-05,entregue,2024-01-10
PED000000004765,FOR0016,ING0073,0.51,6.55,2024-01-05,entregue,2024-01-09
PED000000004766,FOR0019,ING0079,57.5,2253.14,2024-01-05,entregue,2024-01-07
PED000000004767,FOR0004,ING0083,3.15,246.22,2024-01-05,entregue,2024-01-07
PED000000004768,FOR0004,ING0085,0.5,15.62,2024-01-05,entregue,2024-01-08
PED000000004769,FOR0019,ING0087,3.5,181.66,2024-01-05,entregue,2024-01-07
PED000000004770,FOR0019,ING0088,195.5,1397.71,2024-01-05,entregue,2024-01-07
PED000000004771,FOR0004,ING0091,25.5,2027.24,2024-01-05,entregue,2024-01-07
PED000000004772,FOR0007,ING0098,0.5,4.93,2024-01-05,entregue,2024-01-06
PED000000004773,FOR0007,ING0100,1.5,12.75,2024-01-05,entregue,2024-01-06
PED000000004774,FOR0023,ING0106,3.0,18.36,2024-01-05,entregue,2024-01-06
PED000000004775,FOR0023,ING0113,0.5,2.5,2024-01-05,entregue,2024-01-06
PED000000004776,FOR0009,ING0124,2.86,234.59,2024-01-05,entregue,2024-01-09
PED000000004777,FOR0012,ING0126,37.5,1096.28,2024-01-05,entregue,2024-01-09
PED000000004778,FOR0006,ING0131,7.0,250.84,2024-01-05,entregue,2024-01-09
PED000000004779,FOR0025,ING0133,0.5,54.36,2024-01-05,entregue,2024-01-09
PED000000004780,FOR0025,ING0139,31.5,1996.74,2024-01-05,entregue,2024-01-09
PED000000004781,FOR0006,ING0142,16.0,4169.52,2024-01-05,entregue,2024-01-09
PED000000004782,FOR0006,ING0143,11.44,2838.4,2024-01-05,entregue,2024-01-09
PED000000004783,FOR0008,ING0154,103.29,10434.13,2024-01-05,entregue,2024-01-08
PED000000004784,FOR0008,ING0160,4.0,129.12,2024-01-05,entregue,2024-01-11
PED000000004785,FOR0008,ING0167,107.5,3001.02,2024-01-05,entregue,2024-01-08
PED000000004786,FOR0014,ING0168,1.79,14.49,2024-01-05,entregue,2024-01-08
PED000000004787,FOR0018,ING0169,8.0,60.72,2024-01-05,entregue,2024-01-08
PED000000004788,FOR0025,ING0172,15.0,258.87,2024-01-05,entregue,2024-01-08
PED000000004789,FOR0014,ING0178,331.0,10383.86,2024-01-05,entregue,2024-01-08
PED000000004790,FOR0014,ING0183,4.32,431.37,2024-01-05,entregue,2024-01-09
PED000000004791,FOR0014,ING0188,186.0,1004.89,2024-01-05,entregue,2024-01-08
PED000000004792,FOR0014,ING0189,2.5,72.13,2024-01-05,entregue,2024-01-08
PED000000004793,FOR0018,ING0190,27.0,323.61,2024-01-05,entregue,2024-01-16
PED000000004794,FOR0014,ING0192,93.21,1535.81,2024-01-05,entregue,2024-01-09
PED000000004795,FOR0018,ING0195,1.41,154.05,2024-01-05,entregue,2024-01-08
PED000000004796,FOR0014,ING0205,2.5,68.02,2024-01-05,entregue,2024-01-08
PED000000004797,FOR0025,ING0206,233.0,3284.39,2024-01-05,entregue,2024-01-08
PED000000004798,FOR0014,ING0211,211.22,1558.18,2024-01-05,entregue,2024-01-08
PED000000004799,FOR0014,ING0217,49.36,1513.82,2024-01-05,entregue,2024-01-08
PED000000004800,FOR0009,ING0227,0.5,10.63,2024-01-05,entregue,2024-01-09
PED000000004801,FOR0009,ING0231,1.5,32.19,2024-01-05,entregue,2024-01-09
PED000000004802,FOR0024,ING0232,14.5,1456.1,2024-01-05,entregue,2024-01-11
PED000000004803,FOR0024,ING0236,255.5,14728.44,2024-01-05,entregue,2024-01-10
PED000000004804,FOR0009,ING0238,28.5,130.15,2024-01-05,entregue,2024-01-09
PED000000004805,FOR0010,ING0240,1.0,46.83,2024-01-05,entregue,2024-01-09
PED000000004806,FOR0010,ING0243,5.0,425.89,2024-01-05,entregue,2024-01-09
PED000000004807,FOR0022,ING0009,4.5,126.75,2024-01-08,entregue,2024-01-11
PED000000004808,FOR0011,ING0010,706.0,2513.84,2024-01-08,entregue,2024-01-12
PED000000004809,FOR0011,ING0023,764.0,3784.94,2024-01-08,entregue,2024-01-11
PED000000004810,FOR0011,ING0024,10.0,34.59,2024-01-08,entregue,2024-01-11
PED000000004811,FOR0014,ING0027,13.5,1293.38,2024-01-08,entregue,2024-01-12
PED000000004812,FOR0014,ING0028,98.77,8455.77,2024-01-08,entregue,2024-01-15
PED000000004813,FOR0002,ING0030,93.36,7392.68,2024-01-08,entregue,2024-01-12
PED000000004814,FOR0023,ING0042,1.0,13.09,2024-01-08,entregue,2024-01-09
PED000000004815,FOR0005,ING0060,36.5,281.31,2024-01-08,entregue,2024-01-12
PED000000004816,FOR0025,ING0061,9.15,154.09,2024-01-08,entregue,2024-01-12
PED000000004817,FOR0005,ING0069,29.0,964.88,2024-01-08,entregue,2024-01-12
PED000000004818,FOR0019,ING0095,47.0,2830.74,2024-01-08,entregue,2024-01-10
PED000000004819,FOR0023,ING0102,2.28,13.63,2024-01-08,entregue,2024-01-09
PED000000004820,FOR0023,ING0104,4.0,41.94,2024-01-08,entregue,2024-01-09
PED000000004821,FOR0007,ING0116,2.5,57.19,2024-01-08,entregue,2024-01-09
PED000000004822,FOR0012,ING0124,1.5,102.57,2024-01-08,entregue,2024-01-12
PED000000004823,FOR0012,ING0126,28.5,865.79,2024-01-08,entregue,2024-01-12
PED000000004824,FOR0025,ING0139,30.0,2020.85,2024-01-08,entregue,2024-01-12
PED000000004825,FOR0025,ING0142,19.5,6502.37,2024-01-08,entregue,2024-01-12
PED000000004826,FOR0025,ING0143,12.5,3352.31,2024-01-08,entregue,2024-01-12
PED000000004827,FOR0007,ING0163,2578.0,2608.37,2024-01-08,entregue,2024-01-09
PED000000004828,FOR0018,ING0171,47.82,1186.81,2024-01-08,entregue,2024-01-11
PED000000004829,FOR0018,ING0183,4.5,538.39,2024-01-08,entregue,2024-01-11
PED000000004830,FOR0018,ING0190,27.5,367.52,2024-01-08,entregue,2024-01-11
PED000000004831,FOR0014,ING0215,510.71,10312.13,2024-01-08,entregue,2024-01-12
PED000000004832,FOR0024,ING0222,4.0,96.25,2024-01-08,entregue,2024-01-12
PED000000004833,FOR0024,ING0227,1.08,20.47,2024-01-08,entregue,2024-01-12
PED000000004834,FOR0025,ING0231,3.04,81.02,2024-01-08,entregue,2024-01-12
PED000000004835,FOR0024,ING0232,23.54,1883.08,2024-01-08,entregue,2024-01-14
PED000000004836,FOR0025,ING0240,8.24,423.62,2024-01-08,entregue,2024-01-12
PED000000004837,FOR0025,ING0243,4.5,408.04,2024-01-08,entregue,2024-01-12
PED000000004838,FOR0025,ING0009,3.81,107.45,2024-01-09,entregue,2024-01-12
PED000000004839,FOR0011,ING0024,10.5,37.18,2024-01-09,entregue,2024-01-12
PED000000004840,FOR0014,ING0028,33.0,2853.16,2024-01-09,entregue,2024-01-13
PED000000004841,FOR0016,ING0060,37.5,297.08,2024-01-09,entregue,2024-01-13
PED000000004842,FOR0004,ING0095,43.0,2572.24,2024-01-09,entregue,2024-01-12
PED000000004843,FOR0007,ING0106,3.0,19.04,2024-01-09,entregue,2024-01-11
PED000000004844,FOR0008,ING0159,489.29,657.16,2024-01-09,entregue,2024-01-10
PED000000004845,FOR0018,ING0171,50.6,1325.6,2024-01-09,entregue,2024-01-12
PED000000004846,FOR0014,ING0189,2.5,76.27,2024-01-09,entregue,2024-01-12
PED000000004847,FOR0018,ING0190,24.5,312.5,2024-01-09,entregue,2024-01-12
PED000000004848,FOR0018,ING0215,676.2,14528.27,2024-01-09,entregue,2024-01-12
PED000000004849,FOR0025,ING0222,4.83,141.26,2024-01-09,entregue,2024-01-13
PED000000004850,FOR0009,ING0232,21.5,1507.0,2024-01-09,entregue,2024-01-15
PED000000004851,FOR0010,ING0244,2.0,16.76,2024-01-09,entregue,2024-01-13
PED000000004852,FOR0025,ING0009,4.53,156.78,2024-01-10,entregue,2024-01-13
PED000000004853,FOR0011,ING0024,14.0,42.63,2024-01-10,entregue,2024-01-13
PED000000004854,FOR0002,ING0028,28.0,2207.27,2024-01-10,entregue,2024-01-14
PED000000004855,FOR0007,ING0047,1.5,26.62,2024-01-10,entregue,2024-01-11
PED000000004856,FOR0005,ING0060,41.0,373.92,2024-01-10,entregue,2024-01-15
PED000000004857,FOR0004,ING0083,4.5,374.61,2024-01-10,entregue,2024-01-12
PED000000004858,FOR0023,ING0106,3.5,24.11,2024-01-10,entregue,2024-01-11
PED000000004859,FOR0018,ING0171,67.5,2124.5,2024-01-10,entregue,2024-01-13
PED000000004860,FOR0018,ING0189,3.0,101.46,2024-01-10,entregue,2024-01-14
PED000000004861,FOR0018,ING0190,62.19,623.52,2024-01-10,entregue,2024-01-14
PED000000004862,FOR0018,ING0215,545.75,10320.35,2024-01-10,entregue,2024-01-15
PED000000004863,FOR0025,ING0222,4.24,106.58,2024-01-10,entregue,2024-01-14
PED000000004864,FOR0009,ING0232,22.5,2136.75,2024-01-10,entregue,2024-01-16
PED000000004865,FOR0010,ING0244,2.31,23.49,2024-01-10,entregue,2024-01-14
PED000000004866,FOR0022,ING0006,122.0,1050.73,2024-01-11,entregue,2024-01-14
PED000000004867,FOR0022,ING0007,2.0,83.33,2024-01-11,entregue,2024-01-14
PED000000004868,FOR0011,ING0015,278.0,1609.32,2024-01-11,entregue,2024-01-15
PED000000004869,FOR0014,ING0028,19.5,1903.04,2024-01-11,entregue,2024-01-15
PED000000004870,FOR0007,ING0047,1.5,31.94,2024-01-11,entregue,2024-01-12
PED000000004871,FOR0013,ING0057,338.03,3960.06,2024-01-11,entregue,2024-01-13
PED000000004872,FOR0005,ING0060,29.5,259.24,2024-01-11,entregue,2024-01-15
PED000000004873,FOR0004,ING0083,3.0,272.73,2024-01-11,entregue,2024-01-13
PED000000004874,FOR0004,ING0084,40.33,761.4,2024-01-11,entregue,2024-01-15
PED000000004875,FOR0004,ING0088,73.5,520.17,2024-01-11,entregue,2024-01-13
PED000000004876,FOR0023,ING0098,1.38,12.7,2024-01-11,entregue,2024-01-13
PED000000004877,FOR0012,ING0128,6.26,227.6,2024-01-11,entregue,2024-01-15
PED000000004878,FOR0025,ING0157,11.0,1554.35,2024-01-11,entregue,2024-01-14
PED000000004879,FOR0018,ING0178,316.0,11712.7,2024-01-11,entregue,2024-01-14
PED000000004880,FOR0018,ING0189,2.0,57.64,2024-01-11,entregue,2024-01-14
PED000000004881,FOR0018,ING0194,1.01,78.72,2024-01-11,entregue,2024-01-14
PED000000004882,FOR0014,ING0211,206.0,1817.88,2024-01-11,entregue,2024-01-14
PED000000004883,FOR0014,ING0215,395.51,6343.28,2024-01-11,entregue,2024-01-14
PED000000004884,FOR0025,ING0222,4.0,104.79,2024-01-11,entregue,2024-01-15
PED000000004885,FOR0024,ING0224,7.64,363.27,2024-01-11,entregue,2024-01-20
PED000000004886,FOR0024,ING0234,1.0,104.78,2024-01-11,entregue,2024-01-15
PED000000004887,FOR0010,ING0240,7.0,333.13,2024-01-11,entregue,2024-01-15
PED000000004888,FOR0025,ING0244,3.02,26.27,2024-01-11,entregue,2024-01-15
PED000000004889,FOR0022,ING0001,1.5,9.99,2024-01-12,entregue,2024-01-15
PED000000004890,FOR0001,ING0002,1.08,16.27,2024-01-12,entregue,2024-01-16
PED000000004891,FOR0001,ING0005,0.43,6.33,2024-01-12,entregue,2024-01-16
PED000000004892,FOR0001,ING0006,134.0,829.44,2024-01-12,entregue,2024-01-15
PED000000004893,FOR0015,ING0007,2.07,76.93,2024-01-12,entregue,2024-01-15
PED000000004894,FOR0015,ING0008,6.5,673.29,2024-01-12,entregue,2024-01-15
PED000000004895,FOR0011,ING0012,11.0,301.18,2024-01-12,entregue,2024-01-22
PED000000004896,FOR0025,ING0015,251.0,1266.03,2024-01-12,entregue,2024-01-15
PED000000004897,FOR0002,ING0028,21.0,1589.23,2024-01-12,entregue,2024-01-16
PED000000004898,FOR0021,ING0029,2.53,264.54,2024-01-12,entregue,2024-01-16
PED000000004899,FOR0007,ING0035,1.0,18.9,2024-01-12,entregue,2024-01-15
PED000000004900,FOR0003,ING0036,0.5,7.93,2024-01-12,entregue,2024-01-13
PED000000004901,FOR0003,ING0037,0.5,3.85,2024-01-12,entregue,2024-01-13
PED000000004902,FOR0007,ING0039,0.5,17.1,2024-01-12,entregue,2024-01-13
PED000000004903,FOR0003,ING0042,0.5,5.69,2024-01-12,entregue,2024-01-13
PED000000004904,FOR0003,ING0043,22.0,336.7,2024-01-12,entregue,2024-01-13
PED000000004905,FOR0003,ING0047,0.5,8.66,2024-01-12,entregue,2024-01-13
PED000000004906,FOR0013,ING0049,15.0,238.04,2024-01-12,entregue,2024-01-14
PED000000004907,FOR0003,ING0052,25.5,426.87,2024-01-12,entregue,2024-01-15
PED000000004908,FOR0013,ING0056,0.5,9.71,2024-01-12,entregue,2024-01-16
PED000000004909,FOR0013,ING0057,327.0,3457.89,2024-01-12,entregue,2024-01-14
PED000000004910,FOR0025,ING0060,5.0,41.7,2024-01-12,entregue,2024-01-16
PED000000004911,FOR0018,ING0075,1.5,60.45,2024-01-12,entregue,2024-01-16
PED000000004912,FOR0019,ING0079,2.5,112.21,2024-01-12,entregue,2024-01-14
PED000000004913,FOR0004,ING0081,9.0,310.76,2024-01-12,entregue,2024-01-14
PED000000004914,FOR0004,ING0083,0.45,40.09,2024-01-12,entregue,2024-01-14
PED000000004915,FOR0004,ING0084,40.5,675.35,2024-01-12,entregue,2024-01-16
PED000000004916,FOR0019,ING0085,0.5,18.64,2024-01-12,entregue,2024-01-14
PED000000004917,FOR0004,ING0086,79.0,1611.83,2024-01-12,entregue,2024-01-14
PED000000004918,FOR0018,ING0087,2.01,114.58,2024-01-12,entregue,2024-01-14
PED000000004919,FOR0004,ING0088,73.0,537.67,2024-01-12,entregue,2024-01-14
PED000000004920,FOR0004,ING0090,4.5,283.17,2024-01-12,entregue,2024-01-14
PED000000004921,FOR0004,ING0093,1.5,163.42,2024-01-12,entregue,2024-01-14
PED000000004922,FOR0004,ING0094,3.0,372.83,2024-01-12,entregue,2024-01-17
PED000000004923,FOR0004,ING0096,2.0,71.06,2024-01-12,entregue,2024-01-15
PED000000004924,FOR0019,ING0097,0.5,15.75,2024-01-12,entregue,2024-01-18
PED000000004925,FOR0007,ING0098,1.5,11.01,2024-01-12,entregue,2024-01-13
PED000000004926,FOR0007,ING0100,0.48,3.79,2024-01-12,entregue,2024-01-13
PED000000004927,FOR0023,ING0101,0.5,3.19,2024-01-12,entregue,2024-01-13
PED000000004928,FOR0023,ING0103,0.5,3.72,2024-01-12,entregue,2024-01-13
PED000000004929,FOR0007,ING0105,1.0,26.72,2024-01-12,entregue,2024-01-13
PED000000004930,FOR0023,ING0107,2.0,40.71,2024-01-12,entregue,2024-01-13
PED000000004931,FOR0023,ING0108,0.5,9.3,2024-01-12,entregue,2024-01-13
PED000000004932,FOR0007,ING0109,0.5,9.61,2024-01-12,entregue,2024-01-13
PED000000004933,FOR0023,ING0111,5.5,183.96,2024-01-12,entregue,2024-01-13
PED000000004934,FOR0023,ING0112,0.5,5.05,2024-01-12,entregue,2024-01-15
PED000000004935,FOR0023,ING0116,1.5,30.48,2024-01-12,entregue,2024-01-13
PED000000004936,FOR0009,ING0127,1.0,54.9,2024-01-12,entregue,2024-01-16
PED000000004937,FOR0012,ING0128,7.55,281.05,2024-01-12,entregue,2024-01-16
PED000000004938,FOR0016,ING0133,0.52,46.77,2024-01-12,entregue,2024-01-16
PED000000004939,FOR0016,ING0134,0.5,60.07,2024-01-12,entregue,2024-01-16
PED000000004940,FOR0006,ING0135,0.5,37.5,2024-01-12,entregue,2024-01-16
PED000000004941,FOR0006,ING0145,0.5,22.74,2024-01-12,entregue,2024-01-16
PED000000004942,FOR0006,ING0149,0.5,20.45,2024-01-12,entregue,2024-01-16
PED000000004943,FOR0025,ING0151,1.0,78.33,2024-01-12,entregue,2024-01-15
PED000000004944,FOR0025,ING0156,0.5,42.13,2024-01-12,entregue,2024-01-15
PED000000004945,FOR0025,ING0157,12.0,1960.61,2024-01-12,entregue,2024-01-15
PED000000004946,FOR0008,ING0159,392.0,411.79,2024-01-12,entregue,2024-01-13
PED000000004947,FOR0025,ING0161,2.0,84.41,2024-01-12,entregue,2024-01-24
PED000000004948,FOR0007,ING0163,992.0,982.95,2024-01-12,entregue,2024-01-13
PED000000004949,FOR0008,ING0164,2.0,111.24,2024-01-12,entregue,2024-01-15
PED000000004950,FOR0025,ING0167,71.0,2276.02,2024-01-12,entregue,2024-01-15
PED000000004951,FOR0018,ING0169,6.0,55.81,2024-01-12,entregue,2024-01-15
PED000000004952,FOR0018,ING0178,303.0,11552.32,2024-01-12,entregue,2024-01-15
PED000000004953,FOR0014,ING0189,1.71,50.78,2024-01-12,entregue,2024-01-15
PED000000004954,FOR0018,ING0194,1.5,145.91,2024-01-12,entregue,2024-01-15
PED000000004955,FOR0025,ING0199,0.5,10.79,2024-01-12,entregue,2024-01-15
PED000000004956,FOR0014,ING0204,1.5,31.11,2024-01-12,entregue,2024-01-15
PED000000004957,FOR0014,ING0205,1.83,51.33,2024-01-12,entregue,2024-01-15
PED000000004958,FOR0014,ING0211,170.0,1158.2,2024-01-12,entregue,2024-01-15
PED000000004959,FOR0014,ING0214,81.0,328.4,2024-01-12,entregue,2024-01-18
PED000000004960,FOR0018,ING0218,84.5,3347.63,2024-01-12,entregue,2024-01-15
PED000000004961,FOR0009,ING0221,16.5,386.09,2024-01-12,entregue,2024-01-17
PED000000004962,FOR0009,ING0222,1.5,39.44,2024-01-12,entregue,2024-01-16
PED000000004963,FOR0024,ING0224,6.5,265.84,2024-01-12,entregue,2024-01-21
PED000000004964,FOR0024,ING0227,0.5,10.79,2024-01-12,entregue,2024-01-16
PED000000004965,FOR0009,ING0228,1.0,314.07,2024-01-12,entregue,2024-01-18
PED000000004966,FOR0009,ING0230,28.81,749.57,2024-01-12,entregue,2024-01-16
PED000000004967,FOR0024,ING0232,7.95,743.91,2024-01-12,entregue,2024-01-20
PED000000004968,FOR0009,ING0234,1.0,96.45,2024-01-12,entregue,2024-01-17
PED000000004969,FOR0024,ING0237,0.58,41.64,2024-01-12,entregue,2024-01-16
PED000000004970,FOR0010,ING0240,2.0,73.31,2024-01-12,entregue,2024-01-16
PED000000004971,FOR0010,ING0242,62.5,795.98,2024-01-12,entregue,2024-01-16
PED000000004972,FOR0010,ING0244,2.5,26.67,2024-01-12,entregue,2024-01-16
PED000000004973,FOR0011,ING0012,8.0,256.55,2024-01-15,entregue,2024-01-22
PED000000004974,FOR0019,ING0087,1.5,69.39,2024-01-15,entregue,2024-01-17
PED000000004975,FOR0004,ING0092,24.5,1239.46,2024-01-15,entregue,2024-01-17
PED000000004976,FOR0024,ING0221,20.5,625.32,2024-01-15,entregue,2024-01-19
PED000000004977,FOR0025,ING0224,6.46,275.53,2024-01-15,entregue,2024-01-24
PED000000004978,FOR0025,ING0242,72.5,915.14,2024-01-15,entregue,2024-01-19
PED000000004979,FOR0011,ING0012,8.0,238.06,2024-01-16,entregue,2024-01-23
PED000000004980,FOR0014,ING0026,4.0,177.8,2024-01-16,entregue,2024-01-20
PED000000004981,FOR0004,ING0087,2.0,112.06,2024-01-16,entregue,2024-01-18
PED000000004982,FOR0019,ING0092,21.56,1044.15,2024-01-16,entregue,2024-01-18
PED000000004983,FOR0024,ING0224,6.0,237.28,2024-01-16,entregue,2024-01-25
PED000000004984,FOR0011,ING0012,8.0,204.31,2024-01-17,entregue,2024-01-24
PED000000004985,FOR0014,ING0026,4.5,225.69,2024-01-17,entregue,2024-01-22
PED000000004986,FOR0018,ING0169,5.5,44.33,2024-01-17,entregue,2024-01-20
PED000000004987,FOR0025,ING0224,6.0,290.02,2024-01-17,entregue,2024-01-26
PED000000004988,FOR0011,ING0012,8.35,281.4,2024-01-18,entregue,2024-01-21
PED000000004989,FOR0024,ING0224,5.5,231.49,2024-01-18,entregue,2024-01-22
PED000000004990,FOR0025,ING0001,1.0,7.77,2024-01-19,entregue,2024-01-25
PED000000004991,FOR0001,ING0002,1.5,22.68,2024-01-19,entregue,2024-01-22
PED000000004992,FOR0025,ING0004,29.5,253.2,2024-01-19,entregue,2024-01-22
PED000000004993,FOR0001,ING0008,6.5,710.9,2024-01-19,entregue,2024-01-22
PED000000004994,FOR0020,ING0011,0.42,42.91,2024-01-19,entregue,2024-01-22
PED000000004995,FOR0011,ING0012,6.5,199.39,2024-01-19,entregue,2024-01-22
PED000000004996,FOR0002,ING0026,2.0,80.52,2024-01-19,entregue,2024-01-23
PED000000004997,FOR0002,ING0029,3.0,284.3,2024-01-19,entregue,2024-01-23
PED000000004998,FOR0023,ING0035,1.5,29.98,2024-01-19,entregue,2024-01-22
PED000000004999,FOR0003,ING0039,0.52,20.45,2024-01-19,entregue,2024-01-21
PED000000005000,FOR0003,ING0040,7.28,166.14,2024-01-19,entregue,2024-01-20
PED000000005001,FOR0007,ING0043,15.0,206.72,2024-01-19,entregue,2024-01-20
PED000000005002,FOR0003,ING0044,0.5,6.37,2024-01-19,entregue,2024-01-20
PED000000005003,FOR0007,ING0046,0.5,2.98,2024-01-19,entregue,2024-01-20
PED000000005004,FOR0007,ING0047,0.5,11.29,2024-01-19,entregue,2024-01-20
PED000000005005,FOR0003,ING0049,10.75,175.94,2024-01-19,entregue,2024-01-21
PED000000005006,FOR0003,ING0050,0.5,41.26,2024-01-19,entregue,2024-01-24
PED000000005007,FOR0013,ING0052,15.5,207.39,2024-01-19,entregue,2024-01-21
PED000000005008,FOR0003,ING0054,0.5,21.63,2024-01-19,entregue,2024-01-21
PED000000005009,FOR0013,ING0056,5.5,101.17,2024-01-19,entregue,2024-01-21
PED000000005010,FOR0013,ING0057,37.0,435.69,2024-01-19,entregue,2024-01-21
PED000000005011,FOR0005,ING0068,0.5,32.23,2024-01-19,entregue,2024-01-23
PED000000005012,FOR0016,ING0070,0.5,8.6,2024-01-19,entregue,2024-01-29
PED000000005013,FOR0016,ING0074,2.0,27.05,2024-01-19,entregue,2024-01-24
PED000000005014,FOR0004,ING0075,3.72,137.53,2024-01-19,entregue,2024-01-21
PED000000005015,FOR0004,ING0079,2.63,94.75,2024-01-19,entregue,2024-01-21
PED000000005016,FOR0004,ING0083,0.5,46.95,2024-01-19,entregue,2024-01-21
PED000000005017,FOR0004,ING0084,3.5,71.55,2024-01-19,entregue,2024-01-21
PED000000005018,FOR0019,ING0086,62.5,1227.67,2024-01-19,entregue,2024-01-21
PED000000005019,FOR0004,ING0090,2.47,161.45,2024-01-19,entregue,2024-01-21
PED000000005020,FOR0004,ING0093,2.5,252.63,2024-01-19,entregue,2024-01-21
PED000000005021,FOR0004,ING0096,2.0,86.51,2024-01-19,entregue,2024-01-21
PED000000005022,FOR0019,ING0097,0.44,12.96,2024-01-19,entregue,2024-01-23
PED000000005023,FOR0023,ING0098,0.5,4.07,2024-01-19,entregue,2024-01-20
PED000000005024,FOR0023,ING0100,0.5,4.24,2024-01-19,entregue,2024-01-20
PED000000005025,FOR0007,ING0101,0.5,2.85,2024-01-19,entregue,2024-01-20
PED000000005026,FOR0023,ING0103,0.45,2.6,2024-01-19,entregue,2024-01-20
PED000000005027,FOR0023,ING0104,1.07,12.64,2024-01-19,entregue,2024-01-20
PED000000005028,FOR0023,ING0105,1.23,28.74,2024-01-19,entregue,2024-01-20
PED000000005029,FOR0007,ING0106,1.0,6.35,2024-01-19,entregue,2024-01-20
PED000000005030,FOR0023,ING0107,3.57,53.09,2024-01-19,entregue,2024-01-20
PED000000005031,FOR0009,ING0128,0.5,17.56,2024-01-19,entregue,2024-01-23
PED000000005032,FOR0016,ING0129,1.0,33.27,2024-01-19,entregue,2024-01-23
PED000000005033,FOR0025,ING0142,0.41,132.39,2024-01-19,entregue,2024-01-26
PED000000005034,FOR0008,ING0150,1.0,24.57,2024-01-19,entregue,2024-01-22
PED000000005035,FOR0025,ING0157,2.72,412.44,2024-01-19,entregue,2024-01-22
PED000000005036,FOR0008,ING0161,3.5,139.15,2024-01-19,entregue,2024-01-27
PED000000005037,FOR0007,ING0163,984.0,817.32,2024-01-19,entregue,2024-01-20
PED000000005038,FOR0008,ING0164,2.0,116.8,2024-01-19,entregue,2024-01-22
PED000000005039,FOR0025,ING0167,52.5,1601.91,2024-01-19,entregue,2024-01-22
PED000000005040,FOR0014,ING0169,13.78,102.62,2024-01-19,entregue,2024-01-22
PED000000005041,FOR0014,ING0181,2.0,74.66,2024-01-19,entregue,2024-01-22
PED000000005042,FOR0018,ING0199,0.5,9.62,2024-01-19,entregue,2024-01-22
PED000000005043,FOR0018,ING0204,0.47,10.35,2024-01-19,entregue,2024-01-22
PED000000005044,FOR0014,ING0214,50.0,218.86,2024-01-19,entregue,2024-01-22
PED000000005045,FOR0025,ING0217,8.92,341.63,2024-01-19,entregue,2024-01-22
PED000000005046,FOR0014,ING0218,64.0,2010.25,2024-01-19,entregue,2024-01-22
PED000000005047,FOR0018,ING0220,7.5,215.81,2024-01-19,entregue,2024-01-22
PED000000005048,FOR0009,ING0224,6.06,211.56,2024-01-19,entregue,2024-01-26
PED000000005049,FOR0025,ING0225,0.5,187.12,2024-01-19,entregue,2024-01-23
