id,date_time,recipe_id,quantity,unit_price
VEN000026030,2023-06-07 17:34:20,REC0073,1,18.9
VEN000026031,2023-06-07 17:34:45,REC0078,2,9.9
VEN000026032,2023-06-07 17:41:14,REC0088,2,43.9
VEN000026033,2023-06-07 17:41:16,REC0055,2,35.9
VEN000026034,2023-06-07 17:41:57,REC0100,1,13.39
VEN000026035,2023-06-07 17:42:48,REC0097,1,11.23
VEN000026036,2023-06-07 17:43:04,REC0099,3,18.9
VEN000026037,2023-06-07 17:46:30,REC0099,2,18.9
VEN000026038,2023-06-07 17:50:36,REC0052,1,39.9
VEN000026039,2023-06-07 17:51:39,REC0058,2,39.9
VEN000026040,2023-06-07 17:52:16,REC0075,4,26.9
VEN000026041,2023-06-07 17:57:52,REC0051,2,32.9
VEN000026042,2023-06-07 17:58:38,REC0082,6,54.9
VEN000026043,2023-06-07 18:04:22,REC0054,1,32.9
VEN000026044,2023-06-07 18:08:03,REC0060,2,49.9
VEN000026045,2023-06-07 18:13:19,REC0075,4,26.9
VEN000026046,2023-06-07 18:17:14,REC0073,6,18.9
VEN000026047,2023-06-07 18:20:44,REC0086,4,59.9
VEN000026048,2023-06-07 18:21:18,REC0094,2,21.9
VEN000026049,2023-06-07 18:21:28,REC0095,1,14.15
VEN000026050,2023-06-07 18:22:56,REC0048,2,36.9
VEN000026051,2023-06-07 18:29:53,REC0097,4,11.23
VEN000026052,2023-06-07 18:30:21,REC0074,1,21.9
VEN000026053,2023-06-07 18:30:30,REC0053,8,36.9
VEN000026054,2023-06-07 18:41:22,REC0067,2,16.9
VEN000026055,2023-06-07 18:43:00,REC0075,2,26.9
VEN000026056,2023-06-07 18:47:18,REC0096,2,43.9
VEN000026057,2023-06-07 18:59:47,REC0084,3,58.9
VEN000026058,2023-06-07 19:02:32,REC0092,4,21.9
VEN000026059,2023-06-07 19:02:50,REC0058,2,39.9
VEN000026060,2023-06-07 19:03:26,REC0055,3,35.9
VEN000026061,2023-06-07 19:03:53,REC0056,2,35.9
VEN000026062,2023-06-07 19:05:05,REC0065,4,21.9
VEN000026063,2023-06-07 19:06:39,REC0092,3,21.9
VEN000026064,2023-06-07 19:06:39,REC0098,1,11.85
VEN000026065,2023-06-07 19:08:01,REC0051,1,32.9
VEN000026066,2023-06-07 19:08:48,REC0070,4,18.9
VEN000026067,2023-06-07 19:09:48,REC0051,2,32.9
VEN000026068,2023-06-07 19:10:35,REC0055,4,35.9
VEN000026069,2023-06-07 19:15:43,REC0077,2,26.9
VEN000026070,2023-06-07 19:16:39,REC0099,3,18.9
VEN000026071,2023-06-07 19:18:35,REC0070,1,18.9
VEN000026072,2023-06-07 19:19:31,REC0082,2,54.9
VEN000026073,2023-06-07 19:19:58,REC0105,3,59.9
VEN000026074,2023-06-07 19:20:51,REC0096,4,43.9
VEN000026075,2023-06-07 19:20:56,REC0079,2,36.9
VEN000026076,2023-06-07 19:22:05,REC0066,3,21.9
VEN000026077,2023-06-07 19:22:59,REC0078,1,9.9
VEN000026078,2023-06-07 19:24:09,REC0085,5,25.0
VEN000026079,2023-06-07 19:24:49,REC0092,3,21.9
VEN000026080,2023-06-07 19:26:24,REC0080,3,49.9
VEN000026081,2023-06-07 19:26:49,REC0067,2,16.9
VEN000026082,2023-06-07 19:29:22,REC0086,4,59.9
VEN000026083,2023-06-07 19:31:56,REC0065,3,21.9
VEN000026084,2023-06-07 19:32:38,REC0047,1,32.9
VEN000026085,2023-06-07 19:33:44,REC0095,6,14.15
VEN000026086,2023-06-07 19:33:45,REC0093,3,12.0
VEN000026087,2023-06-07 19:34:32,REC0047,2,32.9
VEN000026088,2023-06-07 19:35:49,REC0064,3,29.9
VEN000026089,2023-06-07 19:36:40,REC0100,1,13.39
VEN000026090,2023-06-07 19:37:34,REC0051,1,32.9
VEN000026091,2023-06-07 19:37:56,REC0094,1,21.9
VEN000026092,2023-06-07 19:37:59,REC0073,1,18.9
VEN000026093,2023-06-07 19:37:59,REC0065,2,21.9
VEN000026094,2023-06-07 19:38:34,REC0073,5,18.9
VEN000026095,2023-06-07 19:39:31,REC0086,3,59.9
VEN000026096,2023-06-07 19:40:18,REC0079,3,36.9
VEN000026097,2023-06-07 19:40:40,REC0060,1,49.9
VEN000026098,2023-06-07 19:41:56,REC0070,2,18.9
VEN000026099,2023-06-07 19:44:53,REC0083,2,54.9
VEN000026100,2023-06-07 19:45:57,REC0084,1,58.9
VEN000026101,2023-06-07 19:47:11,REC0086,3,59.9
VEN000026102,2023-06-07 19:47:31,REC0069,2,26.9
VEN000026103,2023-06-07 19:51:18,REC0064,4,29.9
VEN000026104,2023-06-07 19:52:12,REC0082,1,54.9
VEN000026105,2023-06-07 19:55:52,REC0100,1,13.39
VEN000026106,2023-06-08 08:05:35,REC0049,2,26.9
VEN000026107,2023-06-08 08:21:59,REC0066,1,21.9
VEN000026108,2023-06-08 08:42:00,REC0086,2,59.9
VEN000026109,2023-06-08 09:03:08,REC0058,3,39.9
VEN000026110,2023-06-08 09:11:20,REC0086,1,59.9
VEN000026111,2023-06-08 09:13:11,REC0070,2,18.9
VEN000026112,2023-06-08 09:35:29,REC0100,3,13.39
VEN000026113,2023-06-08 09:58:08,REC0074,1,21.9
VEN000026114,2023-06-08 10:01:26,REC0088,2,43.9
VEN000026115,2023-06-08 10:09:12,REC0065,1,21.9
VEN000026116,2023-06-08 10:11:18,REC0100,2,13.39
VEN000026117,2023-06-08 10:11:41,REC0099,4,18.9
VEN000026118,2023-06-08 10:12:50,REC0065,5,21.9
VEN000026119,2023-06-08 10:18:16,REC0077,2,26.9
VEN000026120,2023-06-08 10:22:45,REC0047,3,32.9
VEN000026121,2023-06-08 10:28:07,REC0091,3,16.5
VEN000026122,2023-06-08 10:36:49,REC0077,4,26.9
VEN000026123,2023-06-08 11:01:06,REC0052,3,39.9
VEN000026124,2023-06-08 11:03:14,REC0060,3,49.9
VEN000026125,2023-06-08 11:04:15,REC0050,3,26.9
VEN000026126,2023-06-08 11:12:02,REC0082,1,54.9
VEN000026127,2023-06-08 11:13:21,REC0046,2,36.9
VEN000026128,2023-06-08 11:26:46,REC0078,4,9.9
VEN000026129,2023-06-08 11:40:06,REC0078,3,9.9
VEN000026130,2023-06-08 11:45:57,REC0078,6,9.9
VEN000026131,2023-06-08 11:46:57,REC0046,2,36.9
VEN000026132,2023-06-08 11:47:01,REC0088,4,43.9
VEN000026133,2023-06-08 11:51:17,REC0062,1,29.9
VEN000026134,2023-06-08 11:51:57,REC0099,3,18.9
VEN000026135,2023-06-08 11:56:38,REC0072,2,18.9
VEN000026136,2023-06-08 11:58:59,REC0064,3,29.9
VEN000026137,2023-06-08 11:59:34,REC0046,1,36.9
VEN000026138,2023-06-08 12:01:21,REC0080,3,49.9
VEN000026139,2023-06-08 12:04:44,REC0071,3,18.9
VEN000026140,2023-06-08 12:06:20,REC0089,1,43.9
VEN000026141,2023-06-08 12:06:45,REC0085,3,25.0
VEN000026142,2023-06-08 12:08:46,REC0055,1,35.9
VEN000026143,2023-06-08 12:13:33,REC0078,3,9.9
VEN000026144,2023-06-08 12:14:02,REC0093,2,12.0
VEN000026145,2023-06-08 12:14:49,REC0100,3,13.39
VEN000026146,2023-06-08 12:14:59,REC0052,2,39.9
VEN000026147,2023-06-08 12:19:20,REC0063,2,29.9
VEN000026148,2023-06-08 12:21:22,REC0059,4,35.9
VEN000026149,2023-06-08 12:25:31,REC0060,1,49.9
VEN000026150,2023-06-08 12:26:41,REC0082,2,54.9
VEN000026151,2023-06-08 12:29:15,REC0096,3,43.9
VEN000026152,2023-06-08 12:30:04,REC0079,5,36.9
VEN000026153,2023-06-08 12:31:52,REC0070,3,18.9
VEN000026154,2023-06-08 12:36:24,REC0067,3,16.9
VEN000026155,2023-06-08 12:37:20,REC0070,2,18.9
VEN000026156,2023-06-08 12:38:37,REC0055,3,35.9
VEN000026157,2023-06-08 12:38:54,REC0081,3,49.9
VEN000026158,2023-06-08 12:43:12,REC0073,4,18.9
VEN000026159,2023-06-08 12:45:04,REC0073,3,18.9
VEN000026160,2023-06-08 12:47:01,REC0096,2,43.9
VEN000026161,2023-06-08 12:48:02,REC0052,4,39.9
VEN000026162,2023-06-08 12:49:04,REC0095,3,14.15
VEN000026163,2023-06-08 12:49:20,REC0066,2,21.9
VEN000026164,2023-06-08 12:50:55,REC0048,1,36.9
VEN000026165,2023-06-08 12:51:30,REC0097,1,11.23
VEN000026166,2023-06-08 12:51:44,REC0091,4,16.5
VEN000026167,2023-06-08 12:51:59,REC0099,2,18.9
VEN000026168,2023-06-08 12:54:01,REC0079,3,36.9
VEN000026169,2023-06-08 12:55:22,REC0066,2,21.9
VEN000026170,2023-06-08 12:58:43,REC0058,1,39.9
VEN000026171,2023-06-08 12:59:29,REC0099,4,18.9
VEN000026172,2023-06-08 13:01:58,REC0065,4,21.9
VEN000026173,2023-06-08 13:02:35,REC0053,1,36.9
VEN000026174,2023-06-08 13:03:32,REC0059,1,35.9
VEN000026175,2023-06-08 13:03:45,REC0071,1,18.9
VEN000026176,2023-06-08 13:04:36,REC0070,1,18.9
VEN000026177,2023-06-08 13:05:55,REC0099,1,18.9
VEN000026178,2023-06-08 13:07:22,REC0076,3,29.9
VEN000026179,2023-06-08 13:07:32,REC0059,4,35.9
VEN000026180,2023-06-08 13:08:34,REC0071,5,18.9
VEN000026181,2023-06-08 13:08:38,REC0089,1,43.9
VEN000026182,2023-06-08 13:08:44,REC0085,1,25.0
VEN000026183,2023-06-08 13:09:14,REC0048,2,36.9
VEN000026184,2023-06-08 13:12:50,REC0052,1,39.9
VEN000026185,2023-06-08 13:15:37,REC0065,1,21.9
VEN000026186,2023-06-08 13:22:09,REC0045,3,26.9
VEN000026187,2023-06-08 13:28:42,REC0054,4,32.9
VEN000026188,2023-06-08 13:31:31,REC0067,3,16.9
VEN000026189,2023-06-08 13:33:25,REC0072,4,18.9
VEN000026190,2023-06-08 13:37:34,REC0056,2,35.9
VEN000026191,2023-06-08 13:38:00,REC0048,2,36.9
VEN000026192,2023-06-08 13:40:09,REC0087,1,42.9
VEN000026193,2023-06-08 13:41:57,REC0058,4,39.9
VEN000026194,2023-06-08 13:44:44,REC0091,6,16.5
VEN000026195,2023-06-08 13:46:55,REC0088,6,43.9
VEN000026196,2023-06-08 13:49:22,REC0065,2,21.9
VEN000026197,2023-06-08 13:49:31,REC0051,3,32.9
VEN000026198,2023-06-08 13:51:43,REC0088,5,43.9
VEN000026199,2023-06-08 13:53:31,REC0082,2,54.9
VEN000026200,2023-06-08 13:54:31,REC0079,3,36.9
VEN000026201,2023-06-08 13:59:32,REC0081,4,49.9
VEN000026202,2023-06-08 14:01:53,REC0053,2,36.9
VEN000026203,2023-06-08 14:02:24,REC0087,2,42.9
VEN000026204,2023-06-08 14:05:46,REC0088,2,43.9
VEN000026205,2023-06-08 14:17:08,REC0053,3,36.9
VEN000026206,2023-06-08 14:18:09,REC0083,3,54.9
VEN000026207,2023-06-08 14:20:30,REC0071,2,18.9
VEN000026208,2023-06-08 14:22:38,REC0074,2,21.9
VEN000026209,2023-06-08 14:31:47,REC0105,4,59.9
VEN000026210,2023-06-08 14:33:07,REC0052,1,39.9
VEN000026211,2023-06-08 14:33:36,REC0088,4,43.9
VEN000026212,2023-06-08 14:34:17,REC0050,2,26.9
VEN000026213,2023-06-08 14:44:07,REC0098,1,11.85
VEN000026214,2023-06-08 14:46:10,REC0099,4,18.9
VEN000026215,2023-06-08 14:47:11,REC0067,1,16.9
VEN000026216,2023-06-08 14:48:23,REC0096,6,43.9
VEN000026217,2023-06-08 14:50:18,REC0056,2,35.9
VEN000026218,2023-06-08 14:50:35,REC0086,2,59.9
VEN000026219,2023-06-08 14:52:16,REC0051,2,32.9
VEN000026220,2023-06-08 14:53:28,REC0078,3,9.9
VEN000026221,2023-06-08 14:56:04,REC0073,4,18.9
VEN000026222,2023-06-08 15:00:43,REC0070,4,18.9
VEN000026223,2023-06-08 15:03:24,REC0070,3,18.9
VEN000026224,2023-06-08 15:08:24,REC0053,2,36.9
VEN000026225,2023-06-08 15:25:16,REC0088,2,43.9
VEN000026226,2023-06-08 15:30:42,REC0095,2,14.15
VEN000026227,2023-06-08 15:39:40,REC0066,4,21.9
VEN000026228,2023-06-08 15:52:18,REC0047,4,32.9
VEN000026229,2023-06-08 16:02:52,REC0098,2,11.85
VEN000026230,2023-06-08 16:03:42,REC0096,4,43.9
VEN000026231,2023-06-08 16:05:50,REC0066,2,21.9
VEN000026232,2023-06-08 16:06:23,REC0083,3,54.9
VEN000026233,2023-06-08 16:07:22,REC0078,5,9.9
VEN000026234,2023-06-08 16:08:19,REC0073,2,18.9
VEN000026235,2023-06-08 16:13:08,REC0082,1,54.9
VEN000026236,2023-06-08 16:14:30,REC0083,4,54.9
VEN000026237,2023-06-08 16:19:41,REC0065,4,21.9
VEN000026238,2023-06-08 16:22:11,REC0071,2,18.9
VEN000026239,2023-06-08 16:27:23,REC0096,2,43.9
VEN000026240,2023-06-08 16:41:34,REC0081,2,49.9
VEN000026241,2023-06-08 16:46:49,REC0100,3,13.39
VEN000026242,2023-06-08 16:48:26,REC0056,1,35.9
VEN000026243,2023-06-08 17:00:14,REC0069,2,26.9
VEN000026244,2023-06-08 17:00:22,REC0091,3,16.5
VEN000026245,2023-06-08 17:05:31,REC0047,2,32.9
VEN000026246,2023-06-08 17:13:50,REC0064,2,29.9
VEN000026247,2023-06-08 17:18:38,REC0053,1,36.9
VEN000026248,2023-06-08 17:22:55,REC0046,4,36.9
VEN000026249,2023-06-08 17:26:45,REC0097,1,11.23
VEN000026250,2023-06-08 17:39:54,REC0079,5,36.9
VEN000026251,2023-06-08 17:40:55,REC0059,3,35.9
VEN000026252,2023-06-08 17:42:31,REC0073,3,18.9
VEN000026253,2023-06-08 17:46:01,REC0055,2,35.9
VEN000026254,2023-06-08 17:51:14,REC0097,1,11.23
VEN000026255,2023-06-08 17:53:59,REC0076,6,29.9
VEN000026256,2023-06-08 18:42:31,REC0075,2,26.9
VEN000026257,2023-06-08 18:52:43,REC0075,6,26.9
VEN000026258,2023-06-08 19:00:33,REC0074,4,21.9
VEN000026259,2023-06-08 19:04:37,REC0058,3,39.9
VEN000026260,2023-06-08 19:04:54,REC0073,4,18.9
VEN000026261,2023-06-08 19:09:33,REC0072,3,18.9
VEN000026262,2023-06-08 19:10:13,REC0075,5,26.9
VEN000026263,2023-06-08 19:12:58,REC0059,4,35.9
VEN000026264,2023-06-08 19:15:35,REC0047,2,32.9
VEN000026265,2023-06-08 19:15:50,REC0055,2,35.9
VEN000026266,2023-06-08 19:17:07,REC0072,2,18.9
VEN000026267,2023-06-08 19:19:13,REC0091,3,16.5
VEN000026268,2023-06-08 19:20:15,REC0048,2,36.9
VEN000026269,2023-06-08 19:22:32,REC0072,2,18.9
VEN000026270,2023-06-08 19:31:53,REC0060,2,49.9
VEN000026271,2023-06-08 19:33:15,REC0071,3,18.9
VEN000026272,2023-06-08 19:37:45,REC0087,5,42.9
VEN000026273,2023-06-08 19:42:13,REC0105,4,59.9
VEN000026274,2023-06-08 19:44:24,REC0083,3,54.9
VEN000026275,2023-06-09 08:01:30,REC0097,2,11.23
VEN000026276,2023-06-09 08:15:13,REC0074,3,21.9
VEN000026277,2023-06-09 08:27:43,REC0066,5,21.9
VEN000026278,2023-06-09 08:31:56,REC0089,2,43.9
VEN000026279,2023-06-09 08:41:10,REC0047,2,32.9
VEN000026280,2023-06-09 08:41:57,REC0089,3,43.9
VEN000026281,2023-06-09 08:57:31,REC0077,1,26.9
VEN000026282,2023-06-09 09:18:43,REC0065,3,21.9
VEN000026283,2023-06-09 09:19:47,REC0047,3,32.9
VEN000026284,2023-06-09 09:24:44,REC0067,3,16.9
VEN000026285,2023-06-09 09:25:18,REC0090,3,18.9
VEN000026286,2023-06-09 09:33:49,REC0097,3,11.23
VEN000026287,2023-06-09 09:35:50,REC0072,3,18.9
VEN000026288,2023-06-09 09:44:15,REC0088,2,43.9
VEN000026289,2023-06-09 09:48:53,REC0094,4,21.9
VEN000026290,2023-06-09 10:01:02,REC0079,3,36.9
VEN000026291,2023-06-09 10:05:09,REC0085,2,25.0
VEN000026292,2023-06-09 10:08:54,REC0066,4,21.9
VEN000026293,2023-06-09 10:10:31,REC0080,2,49.9
VEN000026294,2023-06-09 10:22:57,REC0051,2,32.9
VEN000026295,2023-06-09 10:24:38,REC0091,1,16.5
VEN000026296,2023-06-09 10:24:51,REC0048,1,36.9
VEN000026297,2023-06-09 10:40:10,REC0049,3,26.9
VEN000026298,2023-06-09 10:47:21,REC0067,1,16.9
VEN000026299,2023-06-09 10:56:14,REC0067,4,16.9
VEN000026300,2023-06-09 10:57:58,REC0052,6,39.9
VEN000026301,2023-06-09 11:04:27,REC0080,3,49.9
VEN000026302,2023-06-09 11:05:13,REC0073,5,18.9
VEN000026303,2023-06-09 11:05:29,REC0074,1,21.9
VEN000026304,2023-06-09 11:13:14,REC0083,3,54.9
VEN000026305,2023-06-09 11:34:39,REC0049,1,26.9
VEN000026306,2023-06-09 11:36:34,REC0082,5,54.9
VEN000026307,2023-06-09 11:36:46,REC0048,4,36.9
VEN000026308,2023-06-09 11:38:58,REC0067,2,16.9
VEN000026309,2023-06-09 11:39:47,REC0072,2,18.9
VEN000026310,2023-06-09 11:42:50,REC0071,3,18.9
VEN000026311,2023-06-09 12:01:09,REC0082,1,54.9
VEN000026312,2023-06-09 12:04:29,REC0082,3,54.9
VEN000026313,2023-06-09 12:04:33,REC0105,1,59.9
VEN000026314,2023-06-09 12:07:23,REC0070,5,18.9
VEN000026315,2023-06-09 12:11:04,REC0077,4,26.9
VEN000026316,2023-06-09 12:13:13,REC0071,3,18.9
VEN000026317,2023-06-09 12:16:48,REC0081,2,49.9
VEN000026318,2023-06-09 12:18:14,REC0084,3,58.9
VEN000026319,2023-06-09 12:22:27,REC0073,3,18.9
VEN000026320,2023-06-09 12:25:23,REC0095,2,14.15
VEN000026321,2023-06-09 12:31:59,REC0105,1,59.9
VEN000026322,2023-06-09 12:36:58,REC0079,6,36.9
VEN000026323,2023-06-09 12:37:34,REC0067,1,16.9
VEN000026324,2023-06-09 12:39:47,REC0055,1,35.9
VEN000026325,2023-06-09 12:40:13,REC0069,3,26.9
VEN000026326,2023-06-09 12:43:53,REC0047,1,32.9
VEN000026327,2023-06-09 12:44:54,REC0047,3,32.9
VEN000026328,2023-06-09 12:45:21,REC0063,2,29.9
VEN000026329,2023-06-09 12:46:14,REC0100,4,13.39
VEN000026330,2023-06-09 12:49:04,REC0047,3,32.9
VEN000026331,2023-06-09 12:51:05,REC0081,1,49.9
VEN000026332,2023-06-09 12:51:47,REC0047,4,32.9
VEN000026333,2023-06-09 12:53:45,REC0066,5,21.9
VEN000026334,2023-06-09 12:55:45,REC0085,2,25.0
VEN000026335,2023-06-09 13:06:24,REC0068,3,26.9
VEN000026336,2023-06-09 13:10:27,REC0091,3,16.5
VEN000026337,2023-06-09 13:14:06,REC0060,6,49.9
VEN000026338,2023-06-09 13:14:15,REC0096,3,43.9
VEN000026339,2023-06-09 13:16:14,REC0048,2,36.9
VEN000026340,2023-06-09 13:16:27,REC0091,2,16.5
VEN000026341,2023-06-09 13:16:46,REC0095,2,14.15
VEN000026342,2023-06-09 13:18:04,REC0082,4,54.9
VEN000026343,2023-06-09 13:22:50,REC0073,6,18.9
VEN000026344,2023-06-09 13:22:54,REC0093,4,12.0
VEN000026345,2023-06-09 13:23:32,REC0096,2,43.9
VEN000026346,2023-06-09 13:24:59,REC0059,1,35.9
VEN000026347,2023-06-09 13:25:17,REC0074,3,21.9
VEN000026348,2023-06-09 13:29:37,REC0093,3,12.0
VEN000026349,2023-06-09 13:30:42,REC0073,1,18.9
VEN000026350,2023-06-09 13:32:25,REC0086,2,59.9
VEN000026351,2023-06-09 13:33:31,REC0097,1,11.23
VEN000026352,2023-06-09 13:34:48,REC0078,3,9.9
VEN000026353,2023-06-09 13:35:39,REC0086,3,59.9
VEN000026354,2023-06-09 13:47:15,REC0096,2,43.9
VEN000026355,2023-06-09 13:51:22,REC0078,3,9.9
VEN000026356,2023-06-09 13:51:43,REC0067,3,16.9
VEN000026357,2023-06-09 13:52:09,REC0082,2,54.9
VEN000026358,2023-06-09 13:52:46,REC0058,1,39.9
VEN000026359,2023-06-09 13:58:40,REC0067,1,16.9
VEN000026360,2023-06-09 13:59:24,REC0090,1,18.9
VEN000026361,2023-06-09 14:01:42,REC0105,3,59.9
VEN000026362,2023-06-09 14:02:47,REC0080,3,49.9
VEN000026363,2023-06-09 14:06:36,REC0085,3,25.0
VEN000026364,2023-06-09 14:11:53,REC0066,4,21.9
VEN000026365,2023-06-09 14:13:31,REC0076,4,29.9
VEN000026366,2023-06-09 14:15:36,REC0086,3,59.9
VEN000026367,2023-06-09 14:21:49,REC0095,5,14.15
VEN000026368,2023-06-09 14:23:37,REC0066,1,21.9
VEN000026369,2023-06-09 14:26:09,REC0097,3,11.23
VEN000026370,2023-06-09 14:39:40,REC0066,2,21.9
VEN000026371,2023-06-09 14:41:44,REC0094,3,21.9
VEN000026372,2023-06-09 14:43:41,REC0097,3,11.23
VEN000026373,2023-06-09 14:55:59,REC0076,2,29.9
VEN000026374,2023-06-09 14:57:04,REC0045,2,26.9
VEN000026375,2023-06-09 14:57:29,REC0067,6,16.9
VEN000026376,2023-06-09 14:59:28,REC0056,2,35.9
VEN000026377,2023-06-09 15:04:30,REC0082,1,54.9
VEN000026378,2023-06-09 15:04:56,REC0079,5,36.9
VEN000026379,2023-06-09 15:06:42,REC0099,2,18.9
VEN000026380,2023-06-09 15:07:24,REC0046,1,36.9
VEN000026381,2023-06-09 15:09:08,REC0068,2,26.9
VEN000026382,2023-06-09 15:26:13,REC0074,2,21.9
VEN000026383,2023-06-09 15:31:16,REC0059,2,35.9
VEN000026384,2023-06-09 15:31:56,REC0083,2,54.9
VEN000026385,2023-06-09 16:01:01,REC0094,3,21.9
VEN000026386,2023-06-09 16:02:13,REC0085,1,25.0
VEN000026387,2023-06-09 16:10:10,REC0071,4,18.9
VEN000026388,2023-06-09 16:10:53,REC0074,1,21.9
VEN000026389,2023-06-09 16:24:51,REC0052,6,39.9
VEN000026390,2023-06-09 16:27:35,REC0083,6,54.9
VEN000026391,2023-06-09 16:43:23,REC0078,2,9.9
VEN000026392,2023-06-09 16:43:29,REC0081,3,49.9
VEN000026393,2023-06-09 16:49:22,REC0074,2,21.9
VEN000026394,2023-06-09 16:56:15,REC0100,1,13.39
VEN000026395,2023-06-09 17:08:07,REC0048,5,36.9
VEN000026396,2023-06-09 17:13:01,REC0067,4,16.9
VEN000026397,2023-06-09 17:16:04,REC0091,3,16.5
VEN000026398,2023-06-09 17:23:02,REC0074,2,21.9
VEN000026399,2023-06-09 17:27:38,REC0071,1,18.9
VEN000026400,2023-06-09 17:32:29,REC0092,1,21.9
VEN000026401,2023-06-09 17:34:58,REC0065,1,21.9
VEN000026402,2023-06-09 17:37:51,REC0095,4,14.15
VEN000026403,2023-06-09 17:38:12,REC0074,2,21.9
VEN000026404,2023-06-09 17:39:39,REC0086,1,59.9
VEN000026405,2023-06-09 17:46:16,REC0080,2,49.9
VEN000026406,2023-06-09 17:52:19,REC0051,1,32.9
VEN000026407,2023-06-09 17:55:01,REC0068,1,26.9
VEN000026408,2023-06-09 17:56:22,REC0050,3,26.9
VEN000026409,2023-06-09 18:19:25,REC0049,1,26.9
VEN000026410,2023-06-09 18:21:01,REC0051,2,32.9
VEN000026411,2023-06-09 18:21:57,REC0105,1,59.9
VEN000026412,2023-06-09 18:29:00,REC0063,2,29.9
VEN000026413,2023-06-09 18:40:32,REC0047,3,32.9
VEN000026414,2023-06-09 18:41:01,REC0078,1,9.9
VEN000026415,2023-06-09 18:50:47,REC0089,5,43.9
VEN000026416,2023-06-09 18:54:32,REC0065,3,21.9
VEN000026417,2023-06-09 19:01:56,REC0074,3,21.9
VEN000026418,2023-06-09 19:03:41,REC0067,5,16.9
VEN000026419,2023-06-09 19:07:26,REC0091,1,16.5
VEN000026420,2023-06-09 19:11:30,REC0094,2,21.9
VEN000026421,2023-06-09 19:12:18,REC0047,4,32.9
VEN000026422,2023-06-09 19:13:15,REC0065,2,21.9
VEN000026423,2023-06-09 19:16:48,REC0079,2,36.9
VEN000026424,2023-06-09 19:29:03,REC0066,2,21.9
VEN000026425,2023-06-09 19:29:46,REC0067,1,16.9
VEN000026426,2023-06-09 19:33:18,REC0096,2,43.9
VEN000026427,2023-06-09 19:40:32,REC0090,2,18.9
VEN000026428,2023-06-09 19:40:44,REC0065,3,21.9
VEN000026429,2023-06-09 19:49:31,REC0065,4,21.9
VEN000026430,2023-06-09 19:49:44,REC0066,3,21.9
VEN000026431,2023-06-09 19:54:19,REC0079,3,36.9
VEN000026432,2023-06-09 19:57:36,REC0047,5,32.9
VEN000026433,2023-06-09 19:59:41,REC0058,5,39.9
VEN000026434,2023-06-10 08:01:48,REC0105,3,59.9
VEN000026435,2023-06-10 08:19:57,REC0073,1,18.9
VEN000026436,2023-06-10 08:38:06,REC0066,4,21.9
VEN000026437,2023-06-10 08:46:13,REC0094,3,21.9
VEN000026438,2023-06-10 08:57:02,REC0090,3,18.9
VEN000026439,2023-06-10 09:08:51,REC0082,3,54.9
VEN000026440,2023-06-10 09:10:17,REC0085,2,25.0
VEN000026441,2023-06-10 09:11:11,REC0076,1,29.9
VEN000026442,2023-06-10 09:17:22,REC0084,4,58.9
VEN000026443,2023-06-10 09:17:33,REC0058,5,39.9
VEN000026444,2023-06-10 09:24:35,REC0066,3,21.9
VEN000026445,2023-06-10 09:33:53,REC0048,3,36.9
VEN000026446,2023-06-10 09:34:03,REC0078,2,9.9
VEN000026447,2023-06-10 09:37:43,REC0099,1,18.9
VEN000026448,2023-06-10 09:40:27,REC0091,2,16.5
VEN000026449,2023-06-10 09:47:52,REC0100,3,13.39
VEN000026450,2023-06-10 09:50:43,REC0075,2,26.9
VEN000026451,2023-06-10 09:52:01,REC0065,1,21.9
VEN000026452,2023-06-10 09:52:28,REC0076,1,29.9
VEN000026453,2023-06-10 09:54:16,REC0053,3,36.9
VEN000026454,2023-06-10 09:54:56,REC0077,2,26.9
VEN000026455,2023-06-10 09:55:05,REC0079,3,36.9
VEN000026456,2023-06-10 10:02:13,REC0067,1,16.9
VEN000026457,2023-06-10 10:07:45,REC0055,4,35.9
VEN000026458,2023-06-10 10:14:29,REC0055,2,35.9
VEN000026459,2023-06-10 10:18:45,REC0078,4,9.9
VEN000026460,2023-06-10 10:19:17,REC0047,2,32.9
VEN000026461,2023-06-10 10:19:17,REC0078,3,9.9
VEN000026462,2023-06-10 10:20:21,REC0079,3,36.9
VEN000026463,2023-06-10 10:22:59,REC0066,4,21.9
VEN000026464,2023-06-10 10:23:42,REC0056,3,35.9
VEN000026465,2023-06-10 10:24:24,REC0063,1,29.9
VEN000026466,2023-06-10 10:25:34,REC0093,3,12.0
VEN000026467,2023-06-10 10:26:53,REC0046,2,36.9
VEN000026468,2023-06-10 10:34:03,REC0082,4,54.9
VEN000026469,2023-06-10 10:38:44,REC0061,1,32.9
VEN000026470,2023-06-10 10:40:01,REC0075,2,26.9
VEN000026471,2023-06-10 10:43:19,REC0091,3,16.5
VEN000026472,2023-06-10 10:46:25,REC0100,2,13.39
VEN000026473,2023-06-10 10:48:15,REC0097,4,11.23
VEN000026474,2023-06-10 10:48:32,REC0077,1,26.9
VEN000026475,2023-06-10 10:49:00,REC0080,1,49.9
VEN000026476,2023-06-10 10:49:28,REC0047,2,32.9
VEN000026477,2023-06-10 10:49:39,REC0082,4,54.9
VEN000026478,2023-06-10 10:49:41,REC0055,3,35.9
VEN000026479,2023-06-10 10:50:25,REC0079,3,36.9
