id,date_time,ingredient_id,quantity
EST000014432,2023-03-01 20:00:00,ING0036,0.25
EST000014433,2023-03-01 20:00:00,ING0037,6.75
EST000014434,2023-03-01 20:00:00,ING0038,9.0
EST000014435,2023-03-01 20:00:00,ING0039,0.25
EST000014436,2023-03-01 20:00:00,ING0040,38.7
EST000014437,2023-03-01 20:00:00,ING0041,0.25
EST000014438,2023-03-01 20:00:00,ING0042,2.03
EST000014439,2023-03-01 20:00:00,ING0043,98.55
EST000014440,2023-03-01 20:00:00,ING0044,0.25
EST000014441,2023-03-01 20:00:00,ING0045,109.35
EST000014442,2023-03-01 20:00:00,ING0046,0.75
EST000014443,2023-03-01 20:00:00,ING0047,0.0
EST000014444,2023-03-01 20:00:00,ING0048,18.68
EST000014445,2023-03-01 20:00:00,ING0049,53.32
EST000014446,2023-03-01 20:00:00,ING0050,0.25
EST000014447,2023-03-01 20:00:00,ING0051,0.25
EST000014448,2023-03-01 20:00:00,ING0052,66.38
EST000014449,2023-03-01 20:00:00,ING0053,0.75
EST000014450,2023-03-01 20:00:00,ING0054,0.08
EST000014451,2023-03-01 20:00:00,ING0055,0.25
EST000014452,2023-03-01 20:00:00,ING0056,120.0
EST000014453,2023-03-01 20:00:00,ING0057,1920.0
EST000014454,2023-03-01 20:00:00,ING0058,0.25
EST000014455,2023-03-01 20:00:00,ING0059,6.08
EST000014456,2023-03-01 20:00:00,ING0060,60.75
EST000014457,2023-03-01 20:00:00,ING0061,2.55
EST000014458,2023-03-01 20:00:00,ING0062,13.5
EST000014459,2023-03-01 20:00:00,ING0063,41.85
EST000014460,2023-03-01 20:00:00,ING0064,0.25
EST000014461,2023-03-01 20:00:00,ING0065,0.25
EST000014462,2023-03-01 20:00:00,ING0066,284.54
EST000014463,2023-03-01 20:00:00,ING0067,0.25
EST000014464,2023-03-01 20:00:00,ING0068,0.75
EST000014465,2023-03-01 20:00:00,ING0069,49.86
EST000014466,2023-03-01 20:00:00,ING0070,69.75
EST000014467,2023-03-01 20:00:00,ING0071,62.44
EST000014468,2023-03-01 20:00:00,ING0072,0.25
EST000014469,2023-03-01 20:00:00,ING0073,0.25
EST000014470,2023-03-01 20:00:00,ING0074,0.25
EST000014471,2023-03-01 20:00:00,ING0075,14.4
EST000014472,2023-03-01 20:00:00,ING0076,0.96
EST000014473,2023-03-01 20:00:00,ING0077,13.5
EST000014474,2023-03-01 20:00:00,ING0078,15.75
EST000014475,2023-03-01 20:00:00,ING0079,82.18
EST000014476,2023-03-01 20:00:00,ING0080,11.48
EST000014477,2023-03-01 20:00:00,ING0081,0.48
EST000014478,2023-03-01 20:00:00,ING0082,110.73
EST000014479,2023-03-01 20:00:00,ING0083,8.44
EST000014480,2023-03-01 20:00:00,ING0084,116.1
EST000014481,2023-03-01 20:00:00,ING0085,0.0
EST000014482,2023-03-01 20:00:00,ING0086,256.5
EST000014483,2023-03-01 20:00:00,ING0087,9.0
EST000014484,2023-03-01 20:00:00,ING0088,172.1
EST000014485,2023-03-01 20:00:00,ING0089,0.47
EST000014486,2023-03-01 20:00:00,ING0090,0.06
EST000014487,2023-03-01 20:00:00,ING0091,15.52
EST000014488,2023-03-01 20:00:00,ING0092,53.84
EST000014489,2023-03-01 20:00:00,ING0093,13.72
EST000014490,2023-03-01 20:00:00,ING0094,9.45
EST000014491,2023-03-01 20:00:00,ING0095,40.12
EST000014492,2023-03-01 20:00:00,ING0096,10.46
EST000014493,2023-03-01 20:00:00,ING0097,0.25
EST000014494,2023-03-01 20:00:00,ING0098,0.25
EST000014495,2023-03-01 20:00:00,ING0099,0.25
EST000014496,2023-03-01 20:00:00,ING0100,0.75
EST000014497,2023-03-01 20:00:00,ING0101,0.25
EST000014498,2023-03-01 20:00:00,ING0102,3.71
EST000014499,2023-03-01 20:00:00,ING0103,0.25
EST000014500,2023-03-01 20:00:00,ING0104,7.76
EST000014501,2023-03-01 20:00:00,ING0105,5.62
EST000014502,2023-03-01 20:00:00,ING0106,20.7
EST000014503,2023-03-01 20:00:00,ING0107,16.2
EST000014504,2023-03-01 20:00:00,ING0108,0.25
EST000014505,2023-03-01 20:00:00,ING0109,0.75
EST000014506,2023-03-01 20:00:00,ING0110,16.2
EST000014507,2023-03-01 20:00:00,ING0111,20.25
EST000014508,2023-03-01 20:00:00,ING0112,0.25
EST000014509,2023-03-01 20:00:00,ING0113,0.25
EST000014510,2023-03-01 20:00:00,ING0114,0.25
EST000014511,2023-03-01 20:00:00,ING0115,6.08
EST000014512,2023-03-01 20:00:00,ING0116,4.05
EST000014513,2023-03-01 20:00:00,ING0117,0.25
EST000014514,2023-03-01 20:00:00,ING0118,0.25
EST000014515,2023-03-01 20:00:00,ING0119,24.48
EST000014516,2023-03-01 20:00:00,ING0120,143.4
EST000014517,2023-03-01 20:00:00,ING0121,0.06
EST000014518,2023-03-01 20:00:00,ING0122,84.51
EST000014519,2023-03-01 20:00:00,ING0123,17.89
EST000014520,2023-03-01 20:00:00,ING0124,10.8
EST000014521,2023-03-01 20:00:00,ING0125,0.25
EST000014522,2023-03-01 20:00:00,ING0126,42.19
EST000014523,2023-03-01 20:00:00,ING0127,0.25
EST000014524,2023-03-01 20:00:00,ING0128,57.0
EST000014525,2023-03-01 20:00:00,ING0129,7.76
EST000014526,2023-03-01 20:00:00,ING0130,0.0
EST000014527,2023-03-01 20:00:00,ING0131,0.0
EST000014528,2023-03-01 20:00:00,ING0132,11.34
EST000014529,2023-03-01 20:00:00,ING0133,0.0
EST000014530,2023-03-01 20:00:00,ING0134,0.25
EST000014531,2023-03-01 20:00:00,ING0135,0.0
EST000014532,2023-03-01 20:00:00,ING0136,0.25
EST000014533,2023-03-01 20:00:00,ING0137,0.25
EST000014534,2023-03-01 20:00:00,ING0138,0.0
EST000014535,2023-03-01 20:00:00,ING0139,21.38
EST000014536,2023-03-01 20:00:00,ING0140,3.15
EST000014537,2023-03-01 20:00:00,ING0141,2.59
EST000014538,2023-03-01 20:00:00,ING0142,0.0
EST000014539,2023-03-01 20:00:00,ING0143,19.69
EST000014540,2023-03-01 20:00:00,ING0144,17.99
EST000014541,2023-03-01 20:00:00,ING0145,0.75
EST000014542,2023-03-01 20:00:00,ING0146,0.0
EST000014543,2023-03-01 20:00:00,ING0147,0.25
EST000014544,2023-03-01 20:00:00,ING0148,0.0
EST000014545,2023-03-01 20:00:00,ING0149,0.25
EST000014546,2023-03-01 20:00:00,ING0150,0.75
EST000014547,2023-03-01 20:00:00,ING0151,0.25
EST000014548,2023-03-01 20:00:00,ING0152,6.98
EST000014549,2023-03-01 20:00:00,ING0153,0.75
EST000014550,2023-03-01 20:00:00,ING0154,52.65
EST000014551,2023-03-01 20:00:00,ING0155,0.1
EST000014552,2023-03-01 20:00:00,ING0156,0.25
EST000014553,2023-03-01 20:00:00,ING0157,42.19
EST000014554,2023-03-01 20:00:00,ING0158,382.0
EST000014555,2023-03-01 20:00:00,ING0159,2437.0
EST000014556,2023-03-01 20:00:00,ING0160,12.15
EST000014557,2023-03-01 20:00:00,ING0161,13.5
EST000014558,2023-03-01 20:00:00,ING0162,0.0
EST000014559,2023-03-01 20:00:00,ING0163,3696.0
EST000014560,2023-03-01 20:00:00,ING0164,13.5
EST000014561,2023-03-01 20:00:00,ING0165,10.12
EST000014562,2023-03-01 20:00:00,ING0166,3.82
EST000014563,2023-03-01 20:00:00,ING0167,213.75
EST000014564,2023-03-01 20:00:00,ING0168,0.25
EST000014565,2023-03-01 20:00:00,ING0169,19.13
EST000014566,2023-03-01 20:00:00,ING0170,37.12
EST000014567,2023-03-01 20:00:00,ING0171,270.0
EST000014568,2023-03-01 20:00:00,ING0172,13.95
EST000014569,2023-03-01 20:00:00,ING0173,0.26
EST000014570,2023-03-01 20:00:00,ING0174,144.0
EST000014571,2023-03-01 20:00:00,ING0175,67.5
EST000014572,2023-03-01 20:00:00,ING0176,0.0
EST000014573,2023-03-01 20:00:00,ING0177,1012.0
EST000014574,2023-03-01 20:00:00,ING0178,844.0
EST000014575,2023-03-01 20:00:00,ING0179,0.0
EST000014576,2023-03-01 20:00:00,ING0180,169.0
EST000014577,2023-03-01 20:00:00,ING0181,27.0
EST000014578,2023-03-01 20:00:00,ING0182,48.71
EST000014579,2023-03-01 20:00:00,ING0183,4.95
EST000014580,2023-03-01 20:00:00,ING0184,0.08
EST000014581,2023-03-01 20:00:00,ING0185,731.0
EST000014582,2023-03-01 20:00:00,ING0186,24.98
EST000014583,2023-03-01 20:00:00,ING0187,8.44
EST000014584,2023-03-01 20:00:00,ING0188,540.0
EST000014585,2023-03-01 20:00:00,ING0189,5.4
EST000014586,2023-03-01 20:00:00,ING0190,33.75
EST000014587,2023-03-01 20:00:00,ING0191,106.88
EST000014588,2023-03-01 20:00:00,ING0192,106.88
EST000014589,2023-03-01 20:00:00,ING0193,9.52
EST000014590,2023-03-01 20:00:00,ING0194,2.03
EST000014591,2023-03-01 20:00:00,ING0195,0.02
EST000014592,2023-03-01 20:00:00,ING0196,1.8
EST000014593,2023-03-01 20:00:00,ING0197,236.25
EST000014594,2023-03-01 20:00:00,ING0198,16.2
EST000014595,2023-03-01 20:00:00,ING0199,0.0
EST000014596,2023-03-01 20:00:00,ING0200,19.38
EST000014597,2023-03-01 20:00:00,ING0201,0.25
EST000014598,2023-03-01 20:00:00,ING0202,101.25
EST000014599,2023-03-01 20:00:00,ING0203,23.62
EST000014600,2023-03-01 20:00:00,ING0204,3.38
EST000014601,2023-03-01 20:00:00,ING0205,12.0
EST000014602,2023-03-01 20:00:00,ING0206,2.24
EST000014603,2023-03-01 20:00:00,ING0207,11.25
EST000014604,2023-03-01 20:00:00,ING0208,0.0
EST000014605,2023-03-01 20:00:00,ING0209,450.0
EST000014606,2023-03-01 20:00:00,ING0210,450.0
EST000014607,2023-03-01 20:00:00,ING0211,600.0
EST000014608,2023-03-01 20:00:00,ING0212,1.0
EST000014609,2023-03-01 20:00:00,ING0213,14.81
EST000014610,2023-03-01 20:00:00,ING0214,1110.0
EST000014611,2023-03-01 20:00:00,ING0215,0.0
EST000014612,2023-03-01 20:00:00,ING0216,292.0
EST000014613,2023-03-01 20:00:00,ING0217,47.25
EST000014614,2023-03-01 20:00:00,ING0218,179.35
EST000014615,2023-03-01 20:00:00,ING0219,0.3
EST000014616,2023-03-01 20:00:00,ING0220,16.88
EST000014617,2023-03-01 20:00:00,ING0221,33.75
EST000014618,2023-03-01 20:00:00,ING0222,7.58
EST000014619,2023-03-01 20:00:00,ING0223,0.25
EST000014620,2023-03-01 20:00:00,ING0224,12.38
EST000014621,2023-03-01 20:00:00,ING0225,0.25
EST000014622,2023-03-01 20:00:00,ING0226,0.25
EST000014623,2023-03-01 20:00:00,ING0227,0.0
EST000014624,2023-03-01 20:00:00,ING0228,4.05
EST000014625,2023-03-01 20:00:00,ING0229,0.25
EST000014626,2023-03-01 20:00:00,ING0230,0.48
EST000014627,2023-03-01 20:00:00,ING0231,13.8
EST000014628,2023-03-01 20:00:00,ING0232,57.0
EST000014629,2023-03-01 20:00:00,ING0233,0.25
EST000014630,2023-03-01 20:00:00,ING0234,1.69
EST000014631,2023-03-01 20:00:00,ING0235,0.25
EST000014632,2023-03-01 20:00:00,ING0236,337.5
EST000014633,2023-03-01 20:00:00,ING0237,0.25
EST000014634,2023-03-01 20:00:00,ING0238,24.52
EST000014635,2023-03-01 20:00:00,ING0239,0.25
EST000014636,2023-03-01 20:00:00,ING0240,10.46
EST000014637,2023-03-01 20:00:00,ING0241,0.25
EST000014638,2023-03-01 20:00:00,ING0242,110.57
EST000014639,2023-03-01 20:00:00,ING0243,5.62
EST000014640,2023-03-01 20:00:00,ING0244,0.75
EST000014641,2023-03-02 20:00:00,ING0001,0.25
EST000014642,2023-03-02 20:00:00,ING0002,25.65
EST000014643,2023-03-02 20:00:00,ING0003,9.0
EST000014644,2023-03-02 20:00:00,ING0004,414.0
EST000014645,2023-03-02 20:00:00,ING0005,0.25
EST000014646,2023-03-02 20:00:00,ING0006,225.22
EST000014647,2023-03-02 20:00:00,ING0007,0.02
EST000014648,2023-03-02 20:00:00,ING0008,102.72
EST000014649,2023-03-02 20:00:00,ING0009,0.07
EST000014650,2023-03-02 20:00:00,ING0010,956.0
EST000014651,2023-03-02 20:00:00,ING0011,0.75
EST000014652,2023-03-02 20:00:00,ING0012,20.32
EST000014653,2023-03-02 20:00:00,ING0013,9.22
EST000014654,2023-03-02 20:00:00,ING0014,28.5
EST000014655,2023-03-02 20:00:00,ING0015,906.0
EST000014656,2023-03-02 20:00:00,ING0016,0.25
EST000014657,2023-03-02 20:00:00,ING0017,0.25
EST000014658,2023-03-02 20:00:00,ING0018,203.17
EST000014659,2023-03-02 20:00:00,ING0019,0.0
EST000014660,2023-03-02 20:00:00,ING0020,10.69
EST000014661,2023-03-02 20:00:00,ING0021,52.2
EST000014662,2023-03-02 20:00:00,ING0022,16.88
EST000014663,2023-03-02 20:00:00,ING0023,821.0
EST000014664,2023-03-02 20:00:00,ING0024,0.25
EST000014665,2023-03-02 20:00:00,ING0025,0.4
EST000014666,2023-03-02 20:00:00,ING0026,9.45
EST000014667,2023-03-02 20:00:00,ING0027,12.15
EST000014668,2023-03-02 20:00:00,ING0028,59.26
EST000014669,2023-03-02 20:00:00,ING0029,54.0
EST000014670,2023-03-02 20:00:00,ING0030,28.35
EST000014671,2023-03-02 20:00:00,ING0031,0.25
EST000014672,2023-03-02 20:00:00,ING0032,123.05
EST000014673,2023-03-02 20:00:00,ING0033,9.79
EST000014674,2023-03-02 20:00:00,ING0034,5.4
EST000014675,2023-03-02 20:00:00,ING0035,6.75
EST000014676,2023-03-02 20:00:00,ING0036,0.0
EST000014677,2023-03-02 20:00:00,ING0037,6.75
EST000014678,2023-03-02 20:00:00,ING0038,9.0
EST000014679,2023-03-02 20:00:00,ING0039,0.25
EST000014680,2023-03-02 20:00:00,ING0040,14.51
EST000014681,2023-03-02 20:00:00,ING0041,0.25
EST000014682,2023-03-02 20:00:00,ING0042,0.0
EST000014683,2023-03-02 20:00:00,ING0043,262.8
EST000014684,2023-03-02 20:00:00,ING0044,0.25
EST000014685,2023-03-02 20:00:00,ING0045,109.35
EST000014686,2023-03-02 20:00:00,ING0046,0.25
EST000014687,2023-03-02 20:00:00,ING0047,0.25
EST000014688,2023-03-02 20:00:00,ING0048,18.68
EST000014689,2023-03-02 20:00:00,ING0049,53.32
EST000014690,2023-03-02 20:00:00,ING0050,0.25
EST000014691,2023-03-02 20:00:00,ING0051,0.75
EST000014692,2023-03-02 20:00:00,ING0052,66.38
EST000014693,2023-03-02 20:00:00,ING0053,0.75
EST000014694,2023-03-02 20:00:00,ING0054,0.08
EST000014695,2023-03-02 20:00:00,ING0055,0.25
EST000014696,2023-03-02 20:00:00,ING0056,45.0
EST000014697,2023-03-02 20:00:00,ING0057,720.0
EST000014698,2023-03-02 20:00:00,ING0058,0.25
EST000014699,2023-03-02 20:00:00,ING0059,6.08
EST000014700,2023-03-02 20:00:00,ING0060,60.75
EST000014701,2023-03-02 20:00:00,ING0061,2.55
EST000014702,2023-03-02 20:00:00,ING0062,13.5
EST000014703,2023-03-02 20:00:00,ING0063,111.6
EST000014704,2023-03-02 20:00:00,ING0064,0.25
EST000014705,2023-03-02 20:00:00,ING0065,0.75
EST000014706,2023-03-02 20:00:00,ING0066,284.54
EST000014707,2023-03-02 20:00:00,ING0067,0.25
EST000014708,2023-03-02 20:00:00,ING0068,0.25
EST000014709,2023-03-02 20:00:00,ING0069,49.86
EST000014710,2023-03-02 20:00:00,ING0070,0.52
EST000014711,2023-03-02 20:00:00,ING0071,0.48
EST000014712,2023-03-02 20:00:00,ING0072,0.75
EST000014713,2023-03-02 20:00:00,ING0073,0.25
EST000014714,2023-03-02 20:00:00,ING0074,0.25
EST000014715,2023-03-02 20:00:00,ING0075,14.4
EST000014716,2023-03-02 20:00:00,ING0076,135.0
EST000014717,2023-03-02 20:00:00,ING0077,13.5
EST000014718,2023-03-02 20:00:00,ING0078,15.75
EST000014719,2023-03-02 20:00:00,ING0079,82.18
EST000014720,2023-03-02 20:00:00,ING0080,30.6
EST000014721,2023-03-02 20:00:00,ING0081,72.0
EST000014722,2023-03-02 20:00:00,ING0082,41.52
EST000014723,2023-03-02 20:00:00,ING0083,8.44
EST000014724,2023-03-02 20:00:00,ING0084,116.1
EST000014725,2023-03-02 20:00:00,ING0085,0.0
EST000014726,2023-03-02 20:00:00,ING0086,1.92
EST000014727,2023-03-02 20:00:00,ING0087,9.0
EST000014728,2023-03-02 20:00:00,ING0088,172.1
EST000014729,2023-03-02 20:00:00,ING0089,72.0
EST000014730,2023-03-02 20:00:00,ING0090,8.44
EST000014731,2023-03-02 20:00:00,ING0091,15.52
EST000014732,2023-03-02 20:00:00,ING0092,53.84
EST000014733,2023-03-02 20:00:00,ING0093,13.72
EST000014734,2023-03-02 20:00:00,ING0094,9.45
EST000014735,2023-03-02 20:00:00,ING0095,40.12
EST000014736,2023-03-02 20:00:00,ING0096,27.9
EST000014737,2023-03-02 20:00:00,ING0097,0.25
EST000014738,2023-03-02 20:00:00,ING0098,0.25
EST000014739,2023-03-02 20:00:00,ING0099,0.25
EST000014740,2023-03-02 20:00:00,ING0100,0.0
EST000014741,2023-03-02 20:00:00,ING0101,0.25
EST000014742,2023-03-02 20:00:00,ING0102,0.02
EST000014743,2023-03-02 20:00:00,ING0103,0.0
EST000014744,2023-03-02 20:00:00,ING0104,7.76
EST000014745,2023-03-02 20:00:00,ING0105,5.62
EST000014746,2023-03-02 20:00:00,ING0106,7.76
EST000014747,2023-03-02 20:00:00,ING0107,6.08
EST000014748,2023-03-02 20:00:00,ING0108,0.25
EST000014749,2023-03-02 20:00:00,ING0109,0.25
EST000014750,2023-03-02 20:00:00,ING0110,43.2
EST000014751,2023-03-02 20:00:00,ING0111,0.12
EST000014752,2023-03-02 20:00:00,ING0112,0.25
EST000014753,2023-03-02 20:00:00,ING0113,0.25
EST000014754,2023-03-02 20:00:00,ING0114,0.25
EST000014755,2023-03-02 20:00:00,ING0115,6.08
EST000014756,2023-03-02 20:00:00,ING0116,4.05
EST000014757,2023-03-02 20:00:00,ING0117,0.25
EST000014758,2023-03-02 20:00:00,ING0118,0.0
EST000014759,2023-03-02 20:00:00,ING0119,9.18
EST000014760,2023-03-02 20:00:00,ING0120,143.4
EST000014761,2023-03-02 20:00:00,ING0121,8.1
EST000014762,2023-03-02 20:00:00,ING0122,225.36
EST000014763,2023-03-02 20:00:00,ING0123,17.89
EST000014764,2023-03-02 20:00:00,ING0124,4.05
EST000014765,2023-03-02 20:00:00,ING0125,0.25
EST000014766,2023-03-02 20:00:00,ING0126,42.19
EST000014767,2023-03-02 20:00:00,ING0127,0.0
EST000014768,2023-03-02 20:00:00,ING0128,21.38
EST000014769,2023-03-02 20:00:00,ING0129,20.7
EST000014770,2023-03-02 20:00:00,ING0130,0.25
EST000014771,2023-03-02 20:00:00,ING0131,0.0
EST000014772,2023-03-02 20:00:00,ING0132,30.24
EST000014773,2023-03-02 20:00:00,ING0133,0.25
EST000014774,2023-03-02 20:00:00,ING0134,0.25
EST000014775,2023-03-02 20:00:00,ING0135,0.25
EST000014776,2023-03-02 20:00:00,ING0136,0.25
EST000014777,2023-03-02 20:00:00,ING0137,0.25
EST000014778,2023-03-02 20:00:00,ING0138,0.25
EST000014779,2023-03-02 20:00:00,ING0139,21.38
EST000014780,2023-03-02 20:00:00,ING0140,3.15
EST000014781,2023-03-02 20:00:00,ING0141,0.02
EST000014782,2023-03-02 20:00:00,ING0142,39.38
EST000014783,2023-03-02 20:00:00,ING0143,19.69
EST000014784,2023-03-02 20:00:00,ING0144,17.99
EST000014785,2023-03-02 20:00:00,ING0145,0.25
EST000014786,2023-03-02 20:00:00,ING0146,0.0
EST000014787,2023-03-02 20:00:00,ING0147,0.25
EST000014788,2023-03-02 20:00:00,ING0148,0.25
EST000014789,2023-03-02 20:00:00,ING0149,0.25
EST000014790,2023-03-02 20:00:00,ING0150,0.0
EST000014791,2023-03-02 20:00:00,ING0151,0.25
EST000014792,2023-03-02 20:00:00,ING0152,6.98
EST000014793,2023-03-02 20:00:00,ING0153,0.25
EST000014794,2023-03-02 20:00:00,ING0154,52.65
EST000014795,2023-03-02 20:00:00,ING0155,37.5
EST000014796,2023-03-02 20:00:00,ING0156,0.0
EST000014797,2023-03-02 20:00:00,ING0157,42.19
EST000014798,2023-03-02 20:00:00,ING0158,382.0
EST000014799,2023-03-02 20:00:00,ING0159,2437.0
EST000014800,2023-03-02 20:00:00,ING0160,12.15
EST000014801,2023-03-02 20:00:00,ING0161,13.5
EST000014802,2023-03-02 20:00:00,ING0162,562.0
EST000014803,2023-03-02 20:00:00,ING0163,3696.0
EST000014804,2023-03-02 20:00:00,ING0164,13.5
EST000014805,2023-03-02 20:00:00,ING0165,10.12
EST000014806,2023-03-02 20:00:00,ING0166,0.03
EST000014807,2023-03-02 20:00:00,ING0167,213.75
EST000014808,2023-03-02 20:00:00,ING0168,0.75
EST000014809,2023-03-02 20:00:00,ING0169,0.12
EST000014810,2023-03-02 20:00:00,ING0170,37.12
EST000014811,2023-03-02 20:00:00,ING0171,101.25
EST000014812,2023-03-02 20:00:00,ING0172,13.95
EST000014813,2023-03-02 20:00:00,ING0173,35.1
EST000014814,2023-03-02 20:00:00,ING0174,54.0
EST000014815,2023-03-02 20:00:00,ING0175,67.5
EST000014816,2023-03-02 20:00:00,ING0176,0.0
EST000014817,2023-03-02 20:00:00,ING0177,0.0
EST000014818,2023-03-02 20:00:00,ING0178,844.0
EST000014819,2023-03-02 20:00:00,ING0179,420.0
EST000014820,2023-03-02 20:00:00,ING0180,169.0
EST000014821,2023-03-02 20:00:00,ING0181,10.12
EST000014822,2023-03-02 20:00:00,ING0182,129.9
EST000014823,2023-03-02 20:00:00,ING0183,0.03
EST000014824,2023-03-02 20:00:00,ING0184,11.59
EST000014825,2023-03-02 20:00:00,ING0185,731.0
EST000014826,2023-03-02 20:00:00,ING0186,24.98
EST000014827,2023-03-02 20:00:00,ING0187,8.44
EST000014828,2023-03-02 20:00:00,ING0188,0.0
EST000014829,2023-03-02 20:00:00,ING0189,5.4
EST000014830,2023-03-02 20:00:00,ING0190,33.75
EST000014831,2023-03-02 20:00:00,ING0191,106.88
EST000014832,2023-03-02 20:00:00,ING0192,106.88
EST000014833,2023-03-02 20:00:00,ING0193,25.38
EST000014834,2023-03-02 20:00:00,ING0194,2.03
EST000014835,2023-03-02 20:00:00,ING0195,0.0
EST000014836,2023-03-02 20:00:00,ING0196,1.8
EST000014837,2023-03-02 20:00:00,ING0197,236.25
EST000014838,2023-03-02 20:00:00,ING0198,16.2
EST000014839,2023-03-02 20:00:00,ING0199,0.25
EST000014840,2023-03-02 20:00:00,ING0200,51.69
EST000014841,2023-03-02 20:00:00,ING0201,0.25
EST000014842,2023-03-02 20:00:00,ING0202,101.25
EST000014843,2023-03-02 20:00:00,ING0203,23.62
EST000014844,2023-03-02 20:00:00,ING0204,3.38
EST000014845,2023-03-02 20:00:00,ING0205,4.5
EST000014846,2023-03-02 20:00:00,ING0206,283.5
EST000014847,2023-03-02 20:00:00,ING0207,11.25
EST000014848,2023-03-02 20:00:00,ING0208,0.0
EST000014849,2023-03-02 20:00:00,ING0209,1200.0
EST000014850,2023-03-02 20:00:00,ING0210,169.0
EST000014851,2023-03-02 20:00:00,ING0211,225.0
EST000014852,2023-03-02 20:00:00,ING0212,1.0
EST000014853,2023-03-02 20:00:00,ING0213,14.81
EST000014854,2023-03-02 20:00:00,ING0214,416.0
EST000014855,2023-03-02 20:00:00,ING0215,551.22
EST000014856,2023-03-02 20:00:00,ING0216,292.0
EST000014857,2023-03-02 20:00:00,ING0217,47.25
EST000014858,2023-03-02 20:00:00,ING0218,179.35
EST000014859,2023-03-02 20:00:00,ING0219,41.63
EST000014860,2023-03-02 20:00:00,ING0220,0.12
EST000014861,2023-03-02 20:00:00,ING0221,33.75
EST000014862,2023-03-02 20:00:00,ING0222,7.58
EST000014863,2023-03-02 20:00:00,ING0223,0.25
EST000014864,2023-03-02 20:00:00,ING0224,33.0
EST000014865,2023-03-02 20:00:00,ING0225,0.25
EST000014866,2023-03-02 20:00:00,ING0226,0.25
EST000014867,2023-03-02 20:00:00,ING0227,0.25
EST000014868,2023-03-02 20:00:00,ING0228,4.05
EST000014869,2023-03-02 20:00:00,ING0229,0.25
EST000014870,2023-03-02 20:00:00,ING0230,77.51
EST000014871,2023-03-02 20:00:00,ING0231,5.18
EST000014872,2023-03-02 20:00:00,ING0232,21.38
EST000014873,2023-03-02 20:00:00,ING0233,0.25
EST000014874,2023-03-02 20:00:00,ING0234,1.69
EST000014875,2023-03-02 20:00:00,ING0235,0.25
EST000014876,2023-03-02 20:00:00,ING0236,337.5
EST000014877,2023-03-02 20:00:00,ING0237,0.25
EST000014878,2023-03-02 20:00:00,ING0238,24.52
EST000014879,2023-03-02 20:00:00,ING0239,0.25
EST000014880,2023-03-02 20:00:00,ING0240,10.46
EST000014881,2023-03-02 20:00:00,ING0241,0.25
EST000014882,2023-03-02 20:00:00,ING0242,0.82
EST000014883,2023-03-02 20:00:00,ING0243,5.62
EST000014884,2023-03-02 20:00:00,ING0244,0.25
EST000014885,2023-03-03 20:00:00,ING0001,0.25
EST000014886,2023-03-03 20:00:00,ING0002,25.65
EST000014887,2023-03-03 20:00:00,ING0003,24.0
EST000014888,2023-03-03 20:00:00,ING0004,155.25
EST000014889,2023-03-03 20:00:00,ING0005,0.0
EST000014890,2023-03-03 20:00:00,ING0006,225.22
EST000014891,2023-03-03 20:00:00,ING0007,3.82
EST000014892,2023-03-03 20:00:00,ING0008,38.52
EST000014893,2023-03-03 20:00:00,ING0009,0.07
EST000014894,2023-03-03 20:00:00,ING0010,2550.0
EST000014895,2023-03-03 20:00:00,ING0011,0.25
EST000014896,2023-03-03 20:00:00,ING0012,20.32
EST000014897,2023-03-03 20:00:00,ING0013,9.22
EST000014898,2023-03-03 20:00:00,ING0014,10.69
EST000014899,2023-03-03 20:00:00,ING0015,906.0
EST000014900,2023-03-03 20:00:00,ING0016,0.25
EST000014901,2023-03-03 20:00:00,ING0017,0.75
EST000014902,2023-03-03 20:00:00,ING0018,203.17
EST000014903,2023-03-03 20:00:00,ING0019,0.0
EST000014904,2023-03-03 20:00:00,ING0020,10.69
EST000014905,2023-03-03 20:00:00,ING0021,19.58
EST000014906,2023-03-03 20:00:00,ING0022,16.88
EST000014907,2023-03-03 20:00:00,ING0023,821.0
EST000014908,2023-03-03 20:00:00,ING0024,32.13
EST000014909,2023-03-03 20:00:00,ING0025,0.4
EST000014910,2023-03-03 20:00:00,ING0026,9.45
EST000014911,2023-03-03 20:00:00,ING0027,12.15
EST000014912,2023-03-03 20:00:00,ING0028,59.26
EST000014913,2023-03-03 20:00:00,ING0029,20.25
EST000014914,2023-03-03 20:00:00,ING0030,28.35
EST000014915,2023-03-03 20:00:00,ING0031,0.25
EST000014916,2023-03-03 20:00:00,ING0032,123.05
EST000014917,2023-03-03 20:00:00,ING0033,9.79
EST000014918,2023-03-03 20:00:00,ING0034,14.4
EST000014919,2023-03-03 20:00:00,ING0035,6.75
EST000014920,2023-03-03 20:00:00,ING0036,0.25
EST000014921,2023-03-03 20:00:00,ING0037,6.75
EST000014922,2023-03-03 20:00:00,ING0038,9.0
EST000014923,2023-03-03 20:00:00,ING0039,0.25
EST000014924,2023-03-03 20:00:00,ING0040,0.1
EST000014925,2023-03-03 20:00:00,ING0041,0.25
EST000014926,2023-03-03 20:00:00,ING0042,2.03
EST000014927,2023-03-03 20:00:00,ING0043,98.55
EST000014928,2023-03-03 20:00:00,ING0044,0.75
EST000014929,2023-03-03 20:00:00,ING0045,109.35
EST000014930,2023-03-03 20:00:00,ING0046,0.25
